ASN,ORGANIZATION,SOURCE,ASOF_DATE
198785,Sedmi Odjel d.o.o.,PeeringDB,2021-12-31
198785,Heptabit,PeeringDB,2021-12-31
61094,CRATIS,PeeringDB,2021-12-31
59933,Sensical Services Ltd,PeeringDB,2021-12-31
59933,Sensical.net,PeeringDB,2021-12-31
11910,LakeNet LLC,PeeringDB,2021-12-31
11910,LakeNet Fiber,PeeringDB,2021-12-31
38547,WITRIBE PAKISTAN LIMITED,PeeringDB,2021-12-31
203421,Baltic Broadband,PeeringDB,2021-12-31
7687,TOYOTA SYSTEMS CORPORATION,PeeringDB,2021-12-31
394642,Montgomery Internet Exchange,PeeringDB,2021-12-31
394642,MIX-AL,PeeringDB,2021-12-31
35180,BroadSoft HIPCOM Ltd,PeeringDB,2021-12-31
35180,BroadSoft Hosted IP Communications Ltd EU,PeeringDB,2021-12-31
30247,"Voonami, Inc.",PeeringDB,2021-12-31
262820,Ola Telecomunicações Ltda,PeeringDB,2021-12-31
53075,Holistica Provedor Internet Ltda,PeeringDB,2021-12-31
53075,Holistica,PeeringDB,2021-12-31
17970,Tri.ph,PeeringDB,2021-12-31
45766,Triangle Services Limited,PeeringDB,2021-12-31
45766,TRIANGLE INTERNET BD,PeeringDB,2021-12-31
62363,Ertl & Groß OG,PeeringDB,2021-12-31
62363,EGW Telekom,PeeringDB,2021-12-31
133797,Rekajasa Akses,PeeringDB,2021-12-31
133797,Acsata,PeeringDB,2021-12-31
11174,Athena Health AS11174,PeeringDB,2021-12-31
11174,40515 55169 46903,PeeringDB,2021-12-31
54593,Athena Health AS54593,PeeringDB,2021-12-31
198605,AVAST Software s.r.o.,PeeringDB,2021-12-31
200981,Oracle Svenska,PeeringDB,2021-12-31
200981,fka Grapeshot,PeeringDB,2021-12-31
59970,AmigoNet,PeeringDB,2021-12-31
59970,Amigo!Net,PeeringDB,2021-12-31
265268,Smart Solucoes Tecnologicas,PeeringDB,2021-12-31
24138,China Tietong,PeeringDB,2021-12-31
393941,Flying Man Studio,PeeringDB,2021-12-31
393941,FMS,PeeringDB,2021-12-31
198710,3U TELECOM GmbH,PeeringDB,2021-12-31
131310,PLTPRO Data Centre Sdn Bhd,PeeringDB,2021-12-31
264227,Inove Comercio e Servicos de Telecomunicacoes,PeeringDB,2021-12-31
263290,Imunidade Digital,PeeringDB,2021-12-31
131602,Hsin Yeong An Cable TV,PeeringDB,2021-12-31
131602,HYA,PeeringDB,2021-12-31
203382,Oxid Telecom,PeeringDB,2021-12-31
11240,ATC Broadband,PeeringDB,2021-12-31
11240,Al-Call Inc,PeeringDB,2021-12-31
11240,Alma Telephone Company,PeeringDB,2021-12-31
11240,ATC,PeeringDB,2021-12-31
29866,OpticalTel,PeeringDB,2021-12-31
42334,Broadband Plus,PeeringDB,2021-12-31
39439,Multimedia-Polska Południe S.A.,PeeringDB,2021-12-31
39439,AC Systemy Komputerowe,PeeringDB,2021-12-31
14902,Activ Financial Systems,PeeringDB,2021-12-31
30110,Advanced Communications Technology,PeeringDB,2021-12-31
30110,ACT,PeeringDB,2021-12-31
30110,Range,PeeringDB,2021-12-31
16130,NewCom BBP,PeeringDB,2021-12-31
20412,Vast Broadband,PeeringDB,2021-12-31
20412,Clarity Telecom,PeeringDB,2021-12-31
58944,"Telkom USA, Inc",PeeringDB,2021-12-31
30786,Swisscom Directories AG,PeeringDB,2021-12-31
132166,Rida Communication Pvt. Ltd,PeeringDB,2021-12-31
263612,Ip Carrier Telecom,PeeringDB,2021-12-31
263612,IP Telecom (BR),PeeringDB,2021-12-31
32160,"Computer Techniques, Inc.",PeeringDB,2021-12-31
32160,CTI Fiber,PeeringDB,2021-12-31
394427,Zoic Studios,PeeringDB,2021-12-31
394427,Zoic,PeeringDB,2021-12-31
58591,"Code42 Software, Inc. - Australia",PeeringDB,2021-12-31
58591,Code42 AU,PeeringDB,2021-12-31
203653,Noor Al-Qamar Co. For Internet Ltd.,PeeringDB,2021-12-31
203653,NOORAL-QAMAR,PeeringDB,2021-12-31
393380,"Suitable Technologies, Inc",PeeringDB,2021-12-31
263363,RADLINK TELECOMUNICACOES,PeeringDB,2021-12-31
61693,RODRIGO MATTARAGIA,PeeringDB,2021-12-31
34145,LLC TOMTEL,PeeringDB,2021-12-31
11279,George Mason University,PeeringDB,2021-12-31
263989,GIGAREDE - TECNOLOGIA DA INFORMAÇÃO LTDA ME.,PeeringDB,2021-12-31
263989,Gigarede,PeeringDB,2021-12-31
56186,Digital Island,PeeringDB,2021-12-31
45925,Teletalk Bangladesh,PeeringDB,2021-12-31
47438,Pskovline LTD,PeeringDB,2021-12-31
13585,PowerVT SA,PeeringDB,2021-12-31
13585,IP-Tel SA,PeeringDB,2021-12-31
49102,Connected sp. z o.o.,PeeringDB,2021-12-31
49102,Cracow Internet Exchange (CIX),PeeringDB,2021-12-31
61862,Prove Net,PeeringDB,2021-12-31
9448,Media Nusantara Data Global,PeeringDB,2021-12-31
9448,Cyber Data Internet Xchange (CDIX),PeeringDB,2021-12-31
131744,Media Nusantara Data Global Singapore,PeeringDB,2021-12-31
135305,NexLogic Transit Network,PeeringDB,2021-12-31
203416,I.T Communications Limited,PeeringDB,2021-12-31
14977,State of Wyoming,PeeringDB,2021-12-31
262413,Intertrade Brasil Telecomunicações Multimidia E Representações Ltda,PeeringDB,2021-12-31
262413,Casablanca Online,PeeringDB,2021-12-31
16210,WIIT AS16210,PeeringDB,2021-12-31
16210,WIIT S.p.a.,PeeringDB,2021-12-31
131702,Mora-IXP,PeeringDB,2021-12-31
131702,Moratelindo Internet Exchange Point,PeeringDB,2021-12-31
46038,CepatNet,PeeringDB,2021-12-31
46038,[Moratelindo],PeeringDB,2021-12-31
52652,BENCHIMOL IRMAO & CIA LTDA,PeeringDB,2021-12-31
52652,Bemol,PeeringDB,2021-12-31
37455,Bharat Telecom Ltd,PeeringDB,2021-12-31
37455,BTL,PeeringDB,2021-12-31
393874,Dropbox Corp,PeeringDB,2021-12-31
54372,Dropbox Corp Internet,PeeringDB,2021-12-31
28308,ORION TELECOMUNICAÇÕES COM E SERV LTDA,PeeringDB,2021-12-31
28308,ORION Telecom,PeeringDB,2021-12-31
198610,BeGet,PeeringDB,2021-12-31
35998,Peel District School Board,PeeringDB,2021-12-31
61804,Kothe S/A,PeeringDB,2021-12-31
28317,Boomerang Wireless,PeeringDB,2021-12-31
62488,Columbia County Community Broadband Utility,PeeringDB,2021-12-31
62488,C3BU,PeeringDB,2021-12-31
37284,Aljeel Aljadeed for Technology,PeeringDB,2021-12-31
37284,Aljeel,PeeringDB,2021-12-31
37284,Aljeel-Net,PeeringDB,2021-12-31
37284,Aljeel Libya,PeeringDB,2021-12-31
47704,Academia,PeeringDB,2021-12-31
263991,FERNANDA CRISTINA RUIZ MATIAZZO - ME,PeeringDB,2021-12-31
263991,WFNET,PeeringDB,2021-12-31
52741,MC TELECOM,PeeringDB,2021-12-31
28307,Fasternet - Franca,PeeringDB,2021-12-31
28307,Wideway do Brasil Eireli LTDA,PeeringDB,2021-12-31
327950,Izwi Technology Group,PeeringDB,2021-12-31
327950,Izwi,PeeringDB,2021-12-31
48461,stepping stone AG,PeeringDB,2021-12-31
48461,Stepping-Stone,PeeringDB,2021-12-31
37399,Switch Telecom,PeeringDB,2021-12-31
63508,DINAMIKA MEDIAKOM,PeeringDB,2021-12-31
63508,Jogjaringan,PeeringDB,2021-12-31
18650,Korax Inc.,PeeringDB,2021-12-31
132901,Global Forway Sdn Bhd,PeeringDB,2021-12-31
132901,GFSB,PeeringDB,2021-12-31
61884,OLLA COMUNICACAO LTDA,PeeringDB,2021-12-31
61884,Ollá Telecom,PeeringDB,2021-12-31
43679,Petrus,PeeringDB,2021-12-31
10364,The University of Alabama in Huntsville,PeeringDB,2021-12-31
10364,UAH,PeeringDB,2021-12-31
53138,Conectlan,PeeringDB,2021-12-31
53138,CST Serviços de Internet Ltda Me,PeeringDB,2021-12-31
264253,ISSO INTERNET E TELECOMUNICACOES LTDA - ME,PeeringDB,2021-12-31
264253,ISSO,PeeringDB,2021-12-31
262650,Kyatera Informatica Ltda,PeeringDB,2021-12-31
262650,Kyatera,PeeringDB,2021-12-31
58940,Dedicated Servers Australia,PeeringDB,2021-12-31
58940,Fluccs - The Australian Cloud,PeeringDB,2021-12-31
55359,Fluccs Australia Australian Cloud Provider,PeeringDB,2021-12-31
55359,Fluccs - The Australian Cloud,PeeringDB,2021-12-31
33623,Hayneville Fiber Transport,PeeringDB,2021-12-31
33623,Camellia Communications,PeeringDB,2021-12-31
263818,Quality Networks,PeeringDB,2021-12-31
263818,Q-Net,PeeringDB,2021-12-31
52651,DeltaAtiva Telecomunicacoes,PeeringDB,2021-12-31
53001,NAXI Telecomunicações,PeeringDB,2021-12-31
53001,NAXI,PeeringDB,2021-12-31
41336,Ministry of public administration Republic of Croatia,PeeringDB,2021-12-31
41336,HITRONet,PeeringDB,2021-12-31
262568,NETVIA TELECOM PROVEDOR DE INTERNET LTDA,PeeringDB,2021-12-31
28068,Universidad Nacional de San Luis,PeeringDB,2021-12-31
28068,UNSL,PeeringDB,2021-12-31
31797,GalaxyVisions Inc.,PeeringDB,2021-12-31
31797,Galaxyvisions,PeeringDB,2021-12-31
264254,EIVUS BR,PeeringDB,2021-12-31
3194,SatGate-Iraq,PeeringDB,2021-12-31
19082,Everest Broadband,PeeringDB,2021-12-31
17429,bgctv,PeeringDB,2021-12-31
134628,Bina Informasi Optima Solusindo,PeeringDB,2021-12-31
134628,BIOS-IT,PeeringDB,2021-12-31
59256,Aus Net Servers Australia Pty Ltd,PeeringDB,2021-12-31
59256,Aus Net Servers Australia,PeeringDB,2021-12-31
11109,State of Alabama,PeeringDB,2021-12-31
11109,state.al.us,PeeringDB,2021-12-31
11109,al.gov,PeeringDB,2021-12-31
11109,alabama.gov,PeeringDB,2021-12-31
201366,NGG NV,PeeringDB,2021-12-31
25453,ColoResearch B.V.,PeeringDB,2021-12-31
52692,AGNET BANDA LARGA,PeeringDB,2021-12-31
41405,Altinea,PeeringDB,2021-12-31
265159,Nettel,PeeringDB,2021-12-31
262304,WIN TIME TELECOM,PeeringDB,2021-12-31
29287,Wien Energie GmbH,PeeringDB,2021-12-31
29287,blizznet,PeeringDB,2021-12-31
7668,HTCN,PeeringDB,2021-12-31
61579,PGNet Provedor,PeeringDB,2021-12-31
201499,FullSpace,PeeringDB,2021-12-31
263518,Grupo Almeida e Reis,PeeringDB,2021-12-31
263518,NOSSA NET TELECOM,PeeringDB,2021-12-31
56284,The Missing Link Network Integration Pty Ltd,PeeringDB,2021-12-31
45785,TECHAVENUE Malaysia,PeeringDB,2021-12-31
134520,GigsGigsCloud.com,PeeringDB,2021-12-31
48804,GlobalSign,PeeringDB,2021-12-31
53301,Radio Link Internet,PeeringDB,2021-12-31
40138,MDNET,PeeringDB,2021-12-31
264108,worldnet,PeeringDB,2021-12-31
135112,VPSnine,PeeringDB,2021-12-31
50880,SEVEN EYES FOR MARKETING LTD,PeeringDB,2021-12-31
263564,PROXXIMA TELECOM,PeeringDB,2021-12-31
201782,Make It Simple Consultoria Informatica Lda,PeeringDB,2021-12-31
201782,Make It Simple,PeeringDB,2021-12-31
14432,GREX Route Servers,PeeringDB,2021-12-31
28576,Itibr,PeeringDB,2021-12-31
28576,ITIBR,PeeringDB,2021-12-31
7977,EMC,PeeringDB,2021-12-31
134055,ICC Netspeed (Intermedia Cable Communication Pvt. Ltd.),PeeringDB,2021-12-31
134055,ICC Netspeed,PeeringDB,2021-12-31
262949,Icone Telecom,PeeringDB,2021-12-31
262949,Icone,PeeringDB,2021-12-31
207893,DeltaX Labs,PeeringDB,2021-12-31
263578,FacNet Telecom,PeeringDB,2021-12-31
263578,AS263578,PeeringDB,2021-12-31
263516,Plis Inteligência em Tecnologia Ltda.,PeeringDB,2021-12-31
263516,Plis Telecom,PeeringDB,2021-12-31
135036,UCPL - NextG Network Services,PeeringDB,2021-12-31
135036,UNET COMMUNICATION PRIVATE LIMITED,PeeringDB,2021-12-31
265214,RENATO ANTONIO DA SILVA ME,PeeringDB,2021-12-31
265214,NTNET,PeeringDB,2021-12-31
203257,Layth Zuhair Zahid,PeeringDB,2021-12-31
25482,ISP STATUS,PeeringDB,2021-12-31
60239,Firm Trade Corporation Ltd.,PeeringDB,2021-12-31
33779,Wataniya Telecom Algerie,PeeringDB,2021-12-31
33779,Ooredoo Algerie,PeeringDB,2021-12-31
53087,TELY,PeeringDB,2021-12-31
53087,Sitecnet Informatica LTDA,PeeringDB,2021-12-31
61283,Andrew Millar Ltd,PeeringDB,2021-12-31
62136,U46 Ltd,PeeringDB,2021-12-31
44143,Vip mobile d.o.o.,PeeringDB,2021-12-31
44143,VIP,PeeringDB,2021-12-31
262216,TELCONET S A,PeeringDB,2021-12-31
31970,Livestream,PeeringDB,2021-12-31
132323,PERFECT INTERNET PVT LTD,PeeringDB,2021-12-31
36131,PageBites,PeeringDB,2021-12-31
36131,imo,PeeringDB,2021-12-31
134139,Harbour ISP Pty LTD,PeeringDB,2021-12-31
5491,Jan Olsson,PeeringDB,2021-12-31
59626,Conscia A/S,PeeringDB,2021-12-31
264590,NAVEX TELECOM,PeeringDB,2021-12-31
264590,AS-NAVEX,PeeringDB,2021-12-31
203201,SUPERNAP Italia,PeeringDB,2021-12-31
263880,WANTEL TECNOLOGIA,PeeringDB,2021-12-31
42036,Gomelsky RTSC Garant JSC,PeeringDB,2021-12-31
36976,Sonangol,PeeringDB,2021-12-31
36917,Angola Comunicacoes & Systems LDA,PeeringDB,2021-12-31
21632,Grizzly Broadband LLC,PeeringDB,2021-12-31
134382,Radisson Technologies,PeeringDB,2021-12-31
134382,Speed Online,PeeringDB,2021-12-31
134629,"Awan Media Semesta, PT",PeeringDB,2021-12-31
134629,AMSCLOUD,PeeringDB,2021-12-31
38767,Awan Media Semesta,PeeringDB,2021-12-31
38767,PT,PeeringDB,2021-12-31
21889,Rapid Systems Corporation,PeeringDB,2021-12-31
134325,Jetspot Networks,PeeringDB,2021-12-31
134325,Jetspot,PeeringDB,2021-12-31
134869,DHL BROADBAND NET,PeeringDB,2021-12-31
51254,Communix GL,PeeringDB,2021-12-31
55733,IDEA NETWORKS & COMMUNICATIONS LIMITED,PeeringDB,2021-12-31
135285,Digital Connectivity Limited,PeeringDB,2021-12-31
41549,Elektrizitaets- und Wasserwerk der Stadt Buchs SG,PeeringDB,2021-12-31
203608,DELETEC SARL,PeeringDB,2021-12-31
49770,Internetport Sweden AB,PeeringDB,2021-12-31
49770,Internetport,PeeringDB,2021-12-31
1654,SKOGEN,PeeringDB,2021-12-31
263543,Butzen e Mentges Ltda,PeeringDB,2021-12-31
131285,Blueberry Telecom Global Pte Ltd,PeeringDB,2021-12-31
131285,Internet eXchange  Singapore-Indonesia-Japan-Bangladesh-Myanmar-Thailand,PeeringDB,2021-12-31
9946,KCTV JEJU BROADCASTING,PeeringDB,2021-12-31
32717,SNET ANGOLA,PeeringDB,2021-12-31
42961,Zain KW,PeeringDB,2021-12-31
42961,ZAIN,PeeringDB,2021-12-31
42961,ZAIN KW,PeeringDB,2021-12-31
42961,ZAIN Kuwait,PeeringDB,2021-12-31
42961,Mobile Telecommunication Company,PeeringDB,2021-12-31
42961,MTC,PeeringDB,2021-12-31
42961,MTC KW,PeeringDB,2021-12-31
42961,MTC Kuwait,PeeringDB,2021-12-31
12177,"ETS TELEPHONE COMPANY, INC.",PeeringDB,2021-12-31
278,Universidad Nacional Autonoma de Mexico,PeeringDB,2021-12-31
278,UNAM,PeeringDB,2021-12-31
133643,BASIS Technologies,PeeringDB,2021-12-31
133643,BASIS Technologies Private Limited,PeeringDB,2021-12-31
61805,EMEX INTERNET,PeeringDB,2021-12-31
263049,NIPPONTEC TELECOMUNICAÇÕES,PeeringDB,2021-12-31
263049,Nippontec Banda Larga,PeeringDB,2021-12-31
32742,"4RWEB, Inc",PeeringDB,2021-12-31
203882,EVOK,PeeringDB,2021-12-31
52726,TxFiber Telecom Eireli,PeeringDB,2021-12-31
52726,Txfiber,PeeringDB,2021-12-31
132939,Kedia Computer Service,PeeringDB,2021-12-31
135244,Kedia Internet,PeeringDB,2021-12-31
135244,KNET Broadband,PeeringDB,2021-12-31
25607,IBW Communications,PeeringDB,2021-12-31
37673,Telemasters,PeeringDB,2021-12-31
37546,MIA Telecoms,PeeringDB,2021-12-31
263385,CSNET TELECOM LTDA,PeeringDB,2021-12-31
51164,Cybercom Finland Oy,PeeringDB,2021-12-31
48130,MENGINE,PeeringDB,2021-12-31
52348,Cooperativa Eléctrica Antonio Carboni Ltda,PeeringDB,2021-12-31
53347,Premier Communications,PeeringDB,2021-12-31
262549,CELINET INFORMATICA LTDA-ME,PeeringDB,2021-12-31
262549,Celinet  Informatica,PeeringDB,2021-12-31
264278,MICROTELL INFORMATICA,PeeringDB,2021-12-31
264278,Microtell Telecom,PeeringDB,2021-12-31
262993,Lanteca Telecom LTDA - ME,PeeringDB,2021-12-31
262993,LTC,PeeringDB,2021-12-31
393350,TELTRUST,PeeringDB,2021-12-31
394514,"Car Toys, Inc.",PeeringDB,2021-12-31
394514,Wireless Advocates LLC,PeeringDB,2021-12-31
52363,Jumpnet Soluciones de Internet,PeeringDB,2021-12-31
52363,AR-FDCR-LACNIC,PeeringDB,2021-12-31
262841,M.A. Informática Ltda.,PeeringDB,2021-12-31
264062,MIRAGE TECNOLOGIA,PeeringDB,2021-12-31
27018,WAGEWORKS,PeeringDB,2021-12-31
52381,Sociedad Cooperativa Popular Limitada de Comodoro,PeeringDB,2021-12-31
52381,SCPL,PeeringDB,2021-12-31
43191,Providus DOO,PeeringDB,2021-12-31
43191,Providus Managed Cloud,PeeringDB,2021-12-31
44451,SKYTEL NETWORKS IRELAND LTD,PeeringDB,2021-12-31
44451,Rocket Broadband,PeeringDB,2021-12-31
203459,AL-MARAJ AL-ALAMIYA Co.,PeeringDB,2021-12-31
37901,NIPPON TELEGRAPH AND TELEPHONE EAST CORPORATION,PeeringDB,2021-12-31
37901,NTTE-NGN-AS,PeeringDB,2021-12-31
18004,SMARTFREN TELECOM Tbk,PeeringDB,2021-12-31
18004,Smartfren (Smart-Tel),PeeringDB,2021-12-31
133798,SMARTFREN TELECOM,PeeringDB,2021-12-31
133798,Smartfren,PeeringDB,2021-12-31
64304,WIRELESS INDONESIA (Smart-Tel),PeeringDB,2021-12-31
64304,WIN-NAP,PeeringDB,2021-12-31
327692,SMILE Communications Tanzania,PeeringDB,2021-12-31
327692,Smile communication Tanzania,PeeringDB,2021-12-31
264555,TECCLOUD SERVIÇOS DE TECNOLOGIA AHU LTDA.,PeeringDB,2021-12-31
264555,TecCloud,PeeringDB,2021-12-31
264290,TechLink Telecomunicações LTDA,PeeringDB,2021-12-31
264290,MicroWebNET,PeeringDB,2021-12-31
264400,VIDEOSAT SERVICOS DE INFORMATICA,PeeringDB,2021-12-31
264400,VIDEOSAT,PeeringDB,2021-12-31
52260,Télécommunications de Haití (Teleco),PeeringDB,2021-12-31
52260,Natcom,PeeringDB,2021-12-31
54839,Lowest Host/Empire Technology LLC,PeeringDB,2021-12-31
205038,Bitskin-DOA,PeeringDB,2021-12-31
11870,ALTICOR,PeeringDB,2021-12-31
11870,Amway,PeeringDB,2021-12-31
27216,Air Advantage LLC,PeeringDB,2021-12-31
133684,Sun Broadband And Data Services,PeeringDB,2021-12-31
58668,BDLink Communication Limited,PeeringDB,2021-12-31
21523,leasenet,PeeringDB,2021-12-31
21523,LeaseNet Services LLC,PeeringDB,2021-12-31
134295,MAKS COMMUNICATIONS,PeeringDB,2021-12-31
17911,Brain Telecommunication,PeeringDB,2021-12-31
17911,BrainNet,PeeringDB,2021-12-31
7175,aussie.net,PeeringDB,2021-12-31
4796,Institut Teknologi Bandung,PeeringDB,2021-12-31
4796,ITB,PeeringDB,2021-12-31
262149,Sistemas Fratec S.A.,PeeringDB,2021-12-31
262149,Fratec,PeeringDB,2021-12-31
43754,Asiatech,PeeringDB,2021-12-31
11827,Washington State University,PeeringDB,2021-12-31
11827,WSU Pullman,PeeringDB,2021-12-31
33427,Washington State University - ITS,PeeringDB,2021-12-31
57961,Qendra Nderuniversitare e Sherbimeve dhe Rrjeti Telematik,PeeringDB,2021-12-31
57961,RASH,PeeringDB,2021-12-31
58137,ANIX Route Servers,PeeringDB,2021-12-31
58137,ANIX,PeeringDB,2021-12-31
133590,Wow Solutions and Systems Pvt Ltd,PeeringDB,2021-12-31
133590,WOW Experience,PeeringDB,2021-12-31
394744,Randolph-Macon College,PeeringDB,2021-12-31
52758,Global Network Telecomunicações do Brasil,PeeringDB,2021-12-31
52758,Global Lines,PeeringDB,2021-12-31
10135,eASPNet,PeeringDB,2021-12-31
394163,Cloud Xpress,PeeringDB,2021-12-31
394163,Fiducial Technology,PeeringDB,2021-12-31
24499,Telenor Pakistan,PeeringDB,2021-12-31
24499,Telenor PK,PeeringDB,2021-12-31
62172,Neonix,PeeringDB,2021-12-31
198722,TxRx Communications,PeeringDB,2021-12-31
198722,HiWiFi,PeeringDB,2021-12-31
56167,Ufone Pakistan,PeeringDB,2021-12-31
56167,PTML-PK,PeeringDB,2021-12-31
39288,Nette,PeeringDB,2021-12-31
263820,Global Technology,PeeringDB,2021-12-31
55699,Starnet,PeeringDB,2021-12-31
55699,STARNET-AS-ID,PeeringDB,2021-12-31
147210,STARITSERVICES,PeeringDB,2021-12-31
147210,GEOCITY NETWORK SOLUTIONS PVT LTD,PeeringDB,2021-12-31
264509,CONECTA AMAZONIA TELECOM,PeeringDB,2021-12-31
264509,Rede Conecta,PeeringDB,2021-12-31
62904,Eonix N.A. Region,PeeringDB,2021-12-31
62904,dba ServerHub,PeeringDB,2021-12-31
49532,Eonix E.U. Region,PeeringDB,2021-12-31
49532,dba ServerHub,PeeringDB,2021-12-31
264502,ZNET TELECOM,PeeringDB,2021-12-31
57370,Wingo AG,PeeringDB,2021-12-31
3853,Whidbey Telephone Company,PeeringDB,2021-12-31
3853,Whidbey Telecom,PeeringDB,2021-12-31
7235,LanMinds,PeeringDB,2021-12-31
7235,LMi.net,PeeringDB,2021-12-31
42639,Leanor Customer Network,PeeringDB,2021-12-31
394127,Alacrity Services,PeeringDB,2021-12-31
394992,Alacrity Services 2,PeeringDB,2021-12-31
203112,"Hearts On Fire Company, LLC",PeeringDB,2021-12-31
264941,Satcom Telecom,PeeringDB,2021-12-31
264941,SATCOM,PeeringDB,2021-12-31
52314,UNNOBA,PeeringDB,2021-12-31
264683,UNNOBA-Pergamino,PeeringDB,2021-12-31
37620,VIETTEL CAMEROUN,PeeringDB,2021-12-31
47820,CEGID,PeeringDB,2021-12-31
61735,RIX INTERNET LTDA,PeeringDB,2021-12-31
36489,Netsolus.com,PeeringDB,2021-12-31
52765,MAXXNET TELECOM,PeeringDB,2021-12-31
52765,Maxx Conectado,PeeringDB,2021-12-31
43146,Agava,PeeringDB,2021-12-31
133189,Sentrian Pty Ltd,PeeringDB,2021-12-31
133189,Sentrian,PeeringDB,2021-12-31
36986,Africom,PeeringDB,2021-12-31
36986,AI,PeeringDB,2021-12-31
262892,FJNET.COM Provedor de internet LTDA ME,PeeringDB,2021-12-31
262892,NET.COM,PeeringDB,2021-12-31
262272,FIT Telecom,PeeringDB,2021-12-31
54661,Ellie Mae West,PeeringDB,2021-12-31
54661,SaaS For Residential Mortgage Industry.,PeeringDB,2021-12-31
64255,Ellie Mae East,PeeringDB,2021-12-31
64255,SaaS For Residential Mortgage Industry.,PeeringDB,2021-12-31
263451,Geovane Matheus Rossetto,PeeringDB,2021-12-31
263451,FOXNET,PeeringDB,2021-12-31
263388,PAM Pepe Antenas Telecom. e Multimida Ltda ME,PeeringDB,2021-12-31
43073,Danar Wojtysiak,PeeringDB,2021-12-31
263567,FiberOne,PeeringDB,2021-12-31
263567,FIBERONE,PeeringDB,2021-12-31
17416,DWINS Digital Service Corp,PeeringDB,2021-12-31
24835,Vodafone Egypt,PeeringDB,2021-12-31
49386,Polnocny Klaster ICT (KWIDZYN),PeeringDB,2021-12-31
203620,Polnocny Klaster ICT (JEZIORANY),PeeringDB,2021-12-31
36992,ETISALAT MISR,PeeringDB,2021-12-31
36992,ETISALAT EGYPT,PeeringDB,2021-12-31
20858,EgyNet,PeeringDB,2021-12-31
63602,China Internet Exchange(CNIX) Route Servers,PeeringDB,2021-12-31
63602,CNIX,PeeringDB,2021-12-31
202944,IX Liverpool Route Servers,PeeringDB,2021-12-31
202944,The Liverpool Internet Exchange,PeeringDB,2021-12-31
40263,FC2 INC,PeeringDB,2021-12-31
63421,Ebates,PeeringDB,2021-12-31
264606,ENLACEVISION,PeeringDB,2021-12-31
264607,ASOCIACIÓN CIVIL ALTERMUNDI,PeeringDB,2021-12-31
37634,ITEC Communications Pty Ltd,PeeringDB,2021-12-31
37634,Itec Communications Pty Ltd,PeeringDB,2021-12-31
394284,Utilities Kingston,PeeringDB,2021-12-31
19429,ETB - Colombia,PeeringDB,2021-12-31
19429,ETB,PeeringDB,2021-12-31
37195,NAPAfrica Route Servers,PeeringDB,2021-12-31
37186,NAPAfrica Route Collectors,PeeringDB,2021-12-31
61845,Grande Rede Comunicacao Multimidia,PeeringDB,2021-12-31
61845,GRD FIBRA,PeeringDB,2021-12-31
264031,BRASILTEC SOLUCOES DIGITAIS LTDA,PeeringDB,2021-12-31
264031,Brasil Networks,PeeringDB,2021-12-31
204152,Orient Company for Internet Services,PeeringDB,2021-12-31
9161,Poundbury Systems Ltd,PeeringDB,2021-12-31
263619,NovaNet Prestadora de Serviços Telecomunicações Ltda-Me,PeeringDB,2021-12-31
263619,NovaNet,PeeringDB,2021-12-31
262666,Estabilis,PeeringDB,2021-12-31
132165,Connect Communications,PeeringDB,2021-12-31
141031,Connect Communications pvt ltd,PeeringDB,2021-12-31
52993,VER TV COMUNICAÇÕES,PeeringDB,2021-12-31
52993,VER TV,PeeringDB,2021-12-31
131900,Directorz,PeeringDB,2021-12-31
199571,EASTER-EGGS,PeeringDB,2021-12-31
264420,Jobson Luis Melo de Negreiros ME,PeeringDB,2021-12-31
35617,2Bite,PeeringDB,2021-12-31
35617,air2bite,PeeringDB,2021-12-31
34170,Aztelekom,PeeringDB,2021-12-31
34170,azt,PeeringDB,2021-12-31
263314,ATALINK TELECOMUNICACOES,PeeringDB,2021-12-31
263314,ATALINK,PeeringDB,2021-12-31
134866,Sscn,PeeringDB,2021-12-31
134866,SSCN,PeeringDB,2021-12-31
15090,RANGTEL,PeeringDB,2021-12-31
61174,Glattwerk AG,PeeringDB,2021-12-31
61174,glattnet,PeeringDB,2021-12-31
262317,ROS Telecom,PeeringDB,2021-12-31
263075,TV Cabo de Santo Anastacio,PeeringDB,2021-12-31
264911,Powernet Telecom,PeeringDB,2021-12-31
264911,Powernet,PeeringDB,2021-12-31
263503,IV TELECOM,PeeringDB,2021-12-31
263503,IVTELECOM,PeeringDB,2021-12-31
14543,SRT,PeeringDB,2021-12-31
203086,Handlowo Uslugowa RuszelNet Lukasz Ruszel,PeeringDB,2021-12-31
203086,Ruszel.net,PeeringDB,2021-12-31
11550,Smithville Digital,PeeringDB,2021-12-31
11550,Smithville Fiber,PeeringDB,2021-12-31
11550,Smithville Telecom,PeeringDB,2021-12-31
11550,Smithville Communications,PeeringDB,2021-12-31
264163,REYVI INTERNET LTDA,PeeringDB,2021-12-31
202054,GRUPO SYS4NET,PeeringDB,2021-12-31
202054,SYS4NET,PeeringDB,2021-12-31
394893,Clair Global,PeeringDB,2021-12-31
52998,Fundacao Assis Gurgacz,PeeringDB,2021-12-31
52998,FAG,PeeringDB,2021-12-31
2715,Fundacao de Amparo a Pesquisa,PeeringDB,2021-12-31
29247,Cosmote Mobile Telecommunications S.A.,PeeringDB,2021-12-31
