ASN,ORGANIZATION,SOURCE,ASOF_DATE
50131,Spartan Host Ltd,PeeringDB,2021-12-31
39902,Mesh IX,PeeringDB,2021-12-31
39902,MESH-IX Network,PeeringDB,2021-12-31
199860,Atomdata-Center Xelent,PeeringDB,2021-12-31
199860,Xelent,PeeringDB,2021-12-31
140905,Keepit AU-SY,PeeringDB,2021-12-31
28952,O2 Business Services,PeeringDB,2021-12-31
28952,O2BSSK,PeeringDB,2021-12-31
212331,Ta-Li Lai,PeeringDB,2021-12-31
212331,TsundereChen,PeeringDB,2021-12-31
28773,Global Technology Ukraine Ltd,PeeringDB,2021-12-31
28773,AS29469,PeeringDB,2021-12-31
266883,HI-LINK SAS,PeeringDB,2021-12-31
212448,JL Networks,PeeringDB,2021-12-31
24427,Freecomm Corporation (AS24427),PeeringDB,2021-12-31
22442,Phonoscope,PeeringDB,2021-12-31
22442,Phonoscope Enterprise Group,PeeringDB,2021-12-31
22113,Belair Technologies,PeeringDB,2021-12-31
47020,"DartPoints, LLC - FKA The Data Cave",PeeringDB,2021-12-31
47020,The Data Cave,PeeringDB,2021-12-31
213316,Coconut Networks,PeeringDB,2021-12-31
213319,Digitale Werte,PeeringDB,2021-12-31
213319,DW-SERVICES.NET,PeeringDB,2021-12-31
61570,ENTERIW PROVEDOR DE INTERNET,PeeringDB,2021-12-31
61570,ENTERIW,PeeringDB,2021-12-31
61573,Grupo IP - IP Telecom,PeeringDB,2021-12-31
61573,IP Telecom (BR),PeeringDB,2021-12-31
267427,Netbits,PeeringDB,2021-12-31
267427,Netbits Tecnologia,PeeringDB,2021-12-31
267426,AQUI TELECOMUNICACOES,PeeringDB,2021-12-31
267426,Aqui Telecom,PeeringDB,2021-12-31
267420,Norte.Net Telecomunicações Ltda,PeeringDB,2021-12-31
267420,NORTE.NET,PeeringDB,2021-12-31
267429,GRAFNET TELECOM,PeeringDB,2021-12-31
267429,GRAFNET,PeeringDB,2021-12-31
43709,SilesNet,PeeringDB,2021-12-31
43256,Global Broadband Solution,PeeringDB,2021-12-31
43256,Global,PeeringDB,2021-12-31
4004,"Orange Business Services Britain, Western Africa",PeeringDB,2021-12-31
43252,DE-CIX Hamburg Route Servers,PeeringDB,2021-12-31
43252,DE-CIX,PeeringDB,2021-12-31
51083,Association Grenode,PeeringDB,2021-12-31
51083,Grenode,PeeringDB,2021-12-31
55701,Usaha Adisanggoro,PeeringDB,2021-12-31
55701,ASNet ISP,PeeringDB,2021-12-31
4765,Pacific Internet Thailand,PeeringDB,2021-12-31
4765,PITH,PeeringDB,2021-12-31
197835,Fusolab Onlus,PeeringDB,2021-12-31
197835,ninux.org,PeeringDB,2021-12-31
51088,A2B Internet,PeeringDB,2021-12-31
52289,ISC F-ROOT SJO1,PeeringDB,2021-12-31
208041,INTERTELL,PeeringDB,2021-12-31
210916,Freifunk im Ennepe-Ruhr-Kreis,PeeringDB,2021-12-31
210916,FFEN,PeeringDB,2021-12-31
42064,France-IX Marseille Route Servers,PeeringDB,2021-12-31
42064,FranceIX,PeeringDB,2021-12-31
60377,Toob,PeeringDB,2021-12-31
399318,12393239 Canada Inc,PeeringDB,2021-12-31
208854,Entropia e.V.,PeeringDB,2021-12-31
208854,GPN,PeeringDB,2021-12-31
208854,Gulaschprogrammiernacht,PeeringDB,2021-12-31
208854,Chaos Computer Club Karlsruhe,PeeringDB,2021-12-31
42066,Struk Vasil Fedorovich,PeeringDB,2021-12-31
42066,Pro&Net,PeeringDB,2021-12-31
57706,Hybula AS57706,PeeringDB,2021-12-31
57706,Hybula Anycast,PeeringDB,2021-12-31
57704,SpeedClick,PeeringDB,2021-12-31
43140,TELEFLASH,PeeringDB,2021-12-31
43140,AS-TELEFLASH,PeeringDB,2021-12-31
138912,Ghatail Online,PeeringDB,2021-12-31
138912,GO,PeeringDB,2021-12-31
201290,BlackGATE,PeeringDB,2021-12-31
55561,2talk,PeeringDB,2021-12-31
14224,Tampnet US,PeeringDB,2021-12-31
16298,InterBox Internet,PeeringDB,2021-12-31
16298,Lubbers Box Telematica BV,PeeringDB,2021-12-31
55569,Criteo Asia,PeeringDB,2021-12-31
55569,Criteo,PeeringDB,2021-12-31
16290,TARMAN,PeeringDB,2021-12-31
56030,Voyager Internet Ltd,PeeringDB,2021-12-31
56030,Voyager,PeeringDB,2021-12-31
56035,Reseau,PeeringDB,2021-12-31
21485,Foilhat,PeeringDB,2021-12-31
17470,Etisalat Lanka,PeeringDB,2021-12-31
17470,Hutch,PeeringDB,2021-12-31
6881,"NIX.CZ, z.s.p.o.",PeeringDB,2021-12-31
52060,MaximaTelecom,PeeringDB,2021-12-31
25466,Lidero Network AB,PeeringDB,2021-12-31
25467,Akton,PeeringDB,2021-12-31
212396,FyfeWeb Hosting,PeeringDB,2021-12-31
212396,AS212396,PeeringDB,2021-12-31
36260,"Misaka Network, Inc. (Enterprise Network)",PeeringDB,2021-12-31
36260,M4A Broadband Network,PeeringDB,2021-12-31
25460,The Networking People (TNP),PeeringDB,2021-12-31
25460,TNP,PeeringDB,2021-12-31
13360,Triton Digital,PeeringDB,2021-12-31
13360,StreamTheWorld,PeeringDB,2021-12-31
60113,ROPN-IX Route Servers,PeeringDB,2021-12-31
60113,Romanian Open Internet Exchange Route Servers,PeeringDB,2021-12-31
60930,VCTech,PeeringDB,2021-12-31
4474,"TCT West, Inc.",PeeringDB,2021-12-31
4474,TCT,PeeringDB,2021-12-31
4474,Tri County Telephone Association Inc,PeeringDB,2021-12-31
60116,FICIX,PeeringDB,2021-12-31
60116,Finnish Communication and Internet Exchange,PeeringDB,2021-12-31
262617,UWBR VOX Telecomunicações,PeeringDB,2021-12-31
262617,VOX,PeeringDB,2021-12-31
262611,Ivr Informatica,PeeringDB,2021-12-31
262611,IVRNET PROVEDOR DE INTERNET,PeeringDB,2021-12-31
270470,Lucas Net Telecom,PeeringDB,2021-12-31
262613,FOCUS PROVEDORIA DE INTERNET,PeeringDB,2021-12-31
262613,FOCUS PROVEDORIA,PeeringDB,2021-12-31
262612,Piotr Piwowar,PeeringDB,2021-12-31
262612,Info Projekt,PeeringDB,2021-12-31
270471,IDIGITAIS SERVIÇOS DE INTERNET LTDA,PeeringDB,2021-12-31
48355,VarnaIX Route Servers,PeeringDB,2021-12-31
48355,Varna Internet Exchange,PeeringDB,2021-12-31
42487,Vialis Moselle,PeeringDB,2021-12-31
49037,PG-19,PeeringDB,2021-12-31
49033,Critical Core,PeeringDB,2021-12-31
49033,AS-CRITICALCORE,PeeringDB,2021-12-31
271301,GELINK TELECOM,PeeringDB,2021-12-31
46023,Quantum Tera Network,PeeringDB,2021-12-31
46023,Quantum,PeeringDB,2021-12-31
64271,"rixCloud, Inc.",PeeringDB,2021-12-31
64271,rixCloud,PeeringDB,2021-12-31
64275,"Equinix Connect - DE, Denver",PeeringDB,2021-12-31
48347,MTW.RU,PeeringDB,2021-12-31
48347,MTW,PeeringDB,2021-12-31
48347,MediaSoft expert,PeeringDB,2021-12-31
45224,Lanka Bell,PeeringDB,2021-12-31
45224,Bell 4G,PeeringDB,2021-12-31
48345,Abavia S.r.l.,PeeringDB,2021-12-31
134521,Dialpad Staging,PeeringDB,2021-12-31
134521,UberConference,PeeringDB,2021-12-31
45220,ISC F-ROOT KUL1,PeeringDB,2021-12-31
134522,HostingInside LTD Taiwan,PeeringDB,2021-12-31
36198,ZNSL Network,PeeringDB,2021-12-31
36198,The ZNSL Research and Education Network,PeeringDB,2021-12-31
134823,"Sky Digital Co., Ltd.",PeeringDB,2021-12-31
134823,38042,PeeringDB,2021-12-31
198611,M-Networks Sp. z o.o.,PeeringDB,2021-12-31
198611,M-Networks Spółka z ograniczoną odpowiedzialnością,PeeringDB,2021-12-31
265066,Conect Provedor de Acesso a Internet,PeeringDB,2021-12-31
265066,Conect Telecom,PeeringDB,2021-12-31
198612,Wekudata,PeeringDB,2021-12-31
198612,Surfia,PeeringDB,2021-12-31
265063,COMETA TELECOMUNICACOES E SERVICOS LTDA,PeeringDB,2021-12-31
265063,COMETA TELECOM,PeeringDB,2021-12-31
16876,ICANN AS16876,PeeringDB,2021-12-31
265061,GC Net Provedor,PeeringDB,2021-12-31
135808,Fiberzone Communications,PeeringDB,2021-12-31
135808,Fiberzone,PeeringDB,2021-12-31
265068,Lunar Serviços e Informática,PeeringDB,2021-12-31
12143,RAHA,PeeringDB,2021-12-31
12143,LOVE,PeeringDB,2021-12-31
6315,XMission,PeeringDB,2021-12-31
42610,Rostelecom MRB Moscow,PeeringDB,2021-12-31
42610,National Cable Networks,PeeringDB,2021-12-31
42610,"""Onlime""",PeeringDB,2021-12-31
42611,Zzoomm,PeeringDB,2021-12-31
205591,Stefan6 Network,PeeringDB,2021-12-31
205590,Mitsuha Networks,PeeringDB,2021-12-31
205590,AS-MITSUHA,PeeringDB,2021-12-31
205593,TAKEN.PL IT SERVICES Marek Krolikowski,PeeringDB,2021-12-31
205593,TaKeN,PeeringDB,2021-12-31
42615,igloo22225 - AS42615,PeeringDB,2021-12-31
42615,igloo22225,PeeringDB,2021-12-31
199520,Dustin,PeeringDB,2021-12-31
196729,Multiplay Sp. z o.o. SK,PeeringDB,2021-12-31
196729,Multiplay Sp. z o.o. S.K.,PeeringDB,2021-12-31
199524,G-Core Labs,PeeringDB,2021-12-31
199524,GCORE,PeeringDB,2021-12-31
199524,GCDN,PeeringDB,2021-12-31
59876,Shelfspace,PeeringDB,2021-12-31
59701,Lytzen IT,PeeringDB,2021-12-31
59702,Junet AB,PeeringDB,2021-12-31
59702,Junet,PeeringDB,2021-12-31
9657,MELSA,PeeringDB,2021-12-31
9654,MMIX Networks,PeeringDB,2021-12-31
9654,MMIX,PeeringDB,2021-12-31
37451,Congo Telecom,PeeringDB,2021-12-31
37451,Congo telecom,PeeringDB,2021-12-31
9304,HGC,PeeringDB,2021-12-31
10122,BIGO,PeeringDB,2021-12-31
9658,Eastern Telecommunications Philippines Inc.,PeeringDB,2021-12-31
9658,Eastern Communications,PeeringDB,2021-12-31
36994,Vodacom,PeeringDB,2021-12-31
21743,Atlas Networks,PeeringDB,2021-12-31
37020,Airtel DRC AS37020,PeeringDB,2021-12-31
37020,Airtel RDC S.A.,PeeringDB,2021-12-31
142045,Fiber Link AS142045,PeeringDB,2021-12-31
142045,AS142045,PeeringDB,2021-12-31
49690,SAINT-GOBAIN,PeeringDB,2021-12-31
49697,Joey-Network,PeeringDB,2021-12-31
33011,Box,PeeringDB,2021-12-31
33011,Box.net,PeeringDB,2021-12-31
265397,NET INFORMATICA QUEIMADENSE,PeeringDB,2021-12-31
265397,QNET-BR,PeeringDB,2021-12-31
265399,REDE ISP,PeeringDB,2021-12-31
37028,FNB Connect,PeeringDB,2021-12-31
37028,FNB Connect ISP,PeeringDB,2021-12-31
269366,WICONECTA BANDA LARGA,PeeringDB,2021-12-31
269366,Wiconecta Banda Larga LTDA,PeeringDB,2021-12-31
63131,TNEXT Communication,PeeringDB,2021-12-31
63131,TNEXT,PeeringDB,2021-12-31
269362,CYBERVIA INTERNET LTDA,PeeringDB,2021-12-31
269362,CYBERVIA,PeeringDB,2021-12-31
8968,BT Italia,PeeringDB,2021-12-31
8968,British Telecom - Italia,PeeringDB,2021-12-31
8966,Emirates Telecommunications Corporation (Etisalat),PeeringDB,2021-12-31
8966,Etisalat,PeeringDB,2021-12-31
139468,DC Communications Inc.,PeeringDB,2021-12-31
264444,LINKCE TELECOM,PeeringDB,2021-12-31
264444,LINKCE Telecom,PeeringDB,2021-12-31
266104,A Variani Júnior servico,PeeringDB,2021-12-31
266104,RPNET Telecom,PeeringDB,2021-12-31
262817,CARDOSONET INTERNET E SERVIÇOS DE INFORMÁTICA,PeeringDB,2021-12-31
29413,komro,PeeringDB,2021-12-31
29413,komro GmbH,PeeringDB,2021-12-31
197580,Connecticore S.A.,PeeringDB,2021-12-31
132960,Mukand Infotel,PeeringDB,2021-12-31
132960,M-Net Fiber Fast,PeeringDB,2021-12-31
197588,Multiplay Sp. z o.o. S.K,PeeringDB,2021-12-31
197588,Multiplay Sp. z o.o. S.K.,PeeringDB,2021-12-31
138379,"Satellite Cable Network, Inc.",PeeringDB,2021-12-31
138379,SCNI,PeeringDB,2021-12-31
138168,MyanmarAPN,PeeringDB,2021-12-31
29414,Politechnika Bialostocka,PeeringDB,2021-12-31
29414,BIAMAN,PeeringDB,2021-12-31
44314,ITsynergy,PeeringDB,2021-12-31
209870,Optix Transit Ltd,PeeringDB,2021-12-31
209870,OPTiX,PeeringDB,2021-12-31
263390,FNT TELECOMUNICACOES E ACESSO A REDES DE INTERNET LTDA,PeeringDB,2021-12-31
263390,FNT-TELECOM,PeeringDB,2021-12-31
263395,TINASNET SERVICOS E ACESSOS A INTERNET,PeeringDB,2021-12-31
263395,TINAS TELECOM,PeeringDB,2021-12-31
263394,Networks Wireless Telecom,PeeringDB,2021-12-31
263394,NWT,PeeringDB,2021-12-31
577,Bell Canada Backbone,PeeringDB,2021-12-31
137248,DOTS Solutions,PeeringDB,2021-12-31
137248,Dots,PeeringDB,2021-12-31
202169,Scan Sat Network,PeeringDB,2021-12-31
202169,S.L.,PeeringDB,2021-12-31
265937,ALIANCANET TELECOM,PeeringDB,2021-12-31
265936,TURBONET CE,PeeringDB,2021-12-31
265936,TURBONETCE,PeeringDB,2021-12-31
24216,VIRTELA-NET-VXIMUM1,PeeringDB,2021-12-31
265933,connectx serviços de telecomunicações,PeeringDB,2021-12-31
265933,CONNECTX,PeeringDB,2021-12-31
265932,Cooperativa Regional Auriverde,PeeringDB,2021-12-31
265932,Auriverde,PeeringDB,2021-12-31
24218,Global Transit Communications,PeeringDB,2021-12-31
24218,GTC,PeeringDB,2021-12-31
265938,Lar Telecomunicações,PeeringDB,2021-12-31
265938,LAR INTERNET,PeeringDB,2021-12-31
137576,EasyCable,PeeringDB,2021-12-31
137576,HWG,PeeringDB,2021-12-31
5432,Proximus,PeeringDB,2021-12-31
5432,Skynet,PeeringDB,2021-12-31
5432,Belgacom,PeeringDB,2021-12-31
5430,freenet Cityline GmbH,PeeringDB,2021-12-31
5431,FREEnet Group AS5431,PeeringDB,2021-12-31
5431,FREEnet,PeeringDB,2021-12-31
207537,Stefan Blomme,PeeringDB,2021-12-31
5439,Brainloop AG,PeeringDB,2021-12-31
58475,Universitas Lambung Mangkurat,PeeringDB,2021-12-31
58475,ULM,PeeringDB,2021-12-31
3361,Digital Fortress Inc.,PeeringDB,2021-12-31
3361,Digital Fortress,PeeringDB,2021-12-31
30272,GOV-GD,PeeringDB,2021-12-31
30272,GOG,PeeringDB,2021-12-31
30274,Hometown Technologies,PeeringDB,2021-12-31
30274,HometownTechnologies.com,PeeringDB,2021-12-31
34224,Neterra Ltd.,PeeringDB,2021-12-31
34224,Sofia Data Center,PeeringDB,2021-12-31
34224,Sofia Teleport,PeeringDB,2021-12-31
34225,SpeedPartner GmbH,PeeringDB,2021-12-31
268547,Infortread Telecom,PeeringDB,2021-12-31
268547,INFORTREAD,PeeringDB,2021-12-31
141324,Hightec Network Solutions,PeeringDB,2021-12-31
141324,Thundernet,PeeringDB,2021-12-31
268011,S.BARROS DE SOUZA,PeeringDB,2021-12-31
268011,NETFACIL ISP TELECOM,PeeringDB,2021-12-31
38794,United Information Highway,PeeringDB,2021-12-31
38794,UIH,PeeringDB,2021-12-31
38794,Beenet,PeeringDB,2021-12-31
2018,Tertiary Education and Research Network of South Africa,PeeringDB,2021-12-31
2018,TENET,PeeringDB,2021-12-31
4270,Red de Interconexion Universitaria,PeeringDB,2021-12-31
4270,ARIU,PeeringDB,2021-12-31
35179,Korbank,PeeringDB,2021-12-31
267630,UNIVERSIDADE ESTADUAL DO MARANHÃO,PeeringDB,2021-12-31
263573,HYPER NET TELECOMUNICACOES,PeeringDB,2021-12-31
263573,HYPER NET,PeeringDB,2021-12-31
327979,DIAMATRIX,PeeringDB,2021-12-31
327979,Domains.co.za,PeeringDB,2021-12-31
267636,VIACONNECT PROVEDOR DE INTERNET BANDA LARGA,PeeringDB,2021-12-31
267636,Rede Viaconnect,PeeringDB,2021-12-31
23106,AMERICAN TOWER DO BRASIL,PeeringDB,2021-12-31
197131,Ketnet Telecom Ltd,PeeringDB,2021-12-31
18121,Ishikawa Computer Center Co.,PeeringDB,2021-12-31
18121,incl,PeeringDB,2021-12-31
18126,"Chubu Telecommunications Co.,Inc.",PeeringDB,2021-12-31
18126,CTCX,PeeringDB,2021-12-31
5552,Redstone,PeeringDB,2021-12-31
18129,OKAYAMA NETWORK INC.,PeeringDB,2021-12-31
18129,ONI,PeeringDB,2021-12-31
132296,Seven Star Digital Network,PeeringDB,2021-12-31
43457,VIP Group,PeeringDB,2021-12-31
131920,WirelessGate,PeeringDB,2021-12-31
131921,GMO CLOUD,PeeringDB,2021-12-31
131921,GMO GlobalSign HD K.K.,PeeringDB,2021-12-31
131927,TV Matsumoto Cablevision,PeeringDB,2021-12-31
131927,TVM,PeeringDB,2021-12-31
131925,CYBERHOME-2,PeeringDB,2021-12-31
131925,FNJ,PeeringDB,2021-12-31
30094,Giganews,PeeringDB,2021-12-31
131929,Yamanashi CATV,PeeringDB,2021-12-31
131929,FRUITSNET,PeeringDB,2021-12-31
34594,Optima telekom,PeeringDB,2021-12-31
8587,Infracom Internet B.V.,PeeringDB,2021-12-31
8587,SupportNet,PeeringDB,2021-12-31
8587,Netland Internet Services,PeeringDB,2021-12-31
30818,Advania Transit,PeeringDB,2021-12-31
30818,IS-ADVANIA-TRANSIT,PeeringDB,2021-12-31
31328,Schneider Electric EU,PeeringDB,2021-12-31
35311,PR-TELECOM Zrt.,PeeringDB,2021-12-31
35313,Infonas WLL,PeeringDB,2021-12-31
43320,VKTelekom,PeeringDB,2021-12-31
41009,PE Vizit-Service,PeeringDB,2021-12-31
51410,Meganet-2003,PeeringDB,2021-12-31
43323,Vision247,PeeringDB,2021-12-31
43323,VisionIPTV,PeeringDB,2021-12-31
43323,Playout247,PeeringDB,2021-12-31
18484,VIRTELA-NET-VCALAX1,PeeringDB,2021-12-31
23637,Equinix Connect - TY9,PeeringDB,2021-12-31
23637,BIT-ISLE,PeeringDB,2021-12-31
262375,Data Info Comercio e Servicos ltda,PeeringDB,2021-12-31
262375,Net Fácil,PeeringDB,2021-12-31
262372,KNET PROVEDOR,PeeringDB,2021-12-31
262372,KNET,PeeringDB,2021-12-31
23630,CAC,PeeringDB,2021-12-31
23632,TVT Tsuyama,PeeringDB,2021-12-31
213127,Moritz Woermann,PeeringDB,2021-12-31
61763,Poxley Provedor,PeeringDB,2021-12-31
213124,Dragon Wings,PeeringDB,2021-12-31
213124,Dragon Wings Network,PeeringDB,2021-12-31
30890,Evolva Telecom SRL,PeeringDB,2021-12-31
30890,EVOLVA,PeeringDB,2021-12-31
30893,Mainloop Solutions,PeeringDB,2021-12-31
30893,No Ack Hosting AB,PeeringDB,2021-12-31
30892,T-Systems ITC Iberia S.A.,PeeringDB,2021-12-31
30892,Deutsche Telekom,PeeringDB,2021-12-31
27745,Telefonia Bonairiano N.V.,PeeringDB,2021-12-31
27745,Telbo,PeeringDB,2021-12-31
61768,Net Infinito Telecom,PeeringDB,2021-12-31
27747,Telecentro,PeeringDB,2021-12-31
27747,Telecentro SA,PeeringDB,2021-12-31
48971,DATAWIRE AG,PeeringDB,2021-12-31
48971,DATAWIRE,PeeringDB,2021-12-31
48972,BetterBe,PeeringDB,2021-12-31
264381,Vibe Internet,PeeringDB,2021-12-31
328894,C. Steinweg Bridge,PeeringDB,2021-12-31
328895,WINCABLE AND INTERNET LIMITED,PeeringDB,2021-12-31
328895,WINFIBER,PeeringDB,2021-12-31
206919,AERODEFENSE,PeeringDB,2021-12-31
22324,XTEL,PeeringDB,2021-12-31
22324,Xtel Communications Inc,PeeringDB,2021-12-31
41000,Freethought Internet Limited,PeeringDB,2021-12-31
41000,AS41000,PeeringDB,2021-12-31
210966,DC Hosting,PeeringDB,2021-12-31
266819,Alianza Pymes S.A.,PeeringDB,2021-12-31
266819,ConnectTo,PeeringDB,2021-12-31
204232,DIGITAL SOLUTIONS OOD,PeeringDB,2021-12-31
140171,REISNS,PeeringDB,2021-12-31
140171,Reis Network Solutions,PeeringDB,2021-12-31
140174,Mithril Telecommunications,PeeringDB,2021-12-31
140174,Mithril Telecom,PeeringDB,2021-12-31
140177,Skynet4india,PeeringDB,2021-12-31
140177,SkyNet4U,PeeringDB,2021-12-31
208927,WILO,PeeringDB,2021-12-31
59710,1N Telecom,PeeringDB,2021-12-31
59710,1N,PeeringDB,2021-12-31
27298,REACH4 Communications,PeeringDB,2021-12-31
7505,Fujitsu Limited (former Fujitsu Systems Applications & Support Limited),PeeringDB,2021-12-31
7505,MEDIAWEB,PeeringDB,2021-12-31
9885,NKN INTERNET GATEWAY,PeeringDB,2021-12-31
393417,SDN Communications,PeeringDB,2021-12-31
7500,M-ROOT DNS Server,PeeringDB,2021-12-31
39115,VIRTELA-NET-VFRPAR1,PeeringDB,2021-12-31
39114,1Key,PeeringDB,2021-12-31
206004,Dolomites Network AS206004,PeeringDB,2021-12-31
16604,HUNTEL.NET,PeeringDB,2021-12-31
16604,American Broadband,PeeringDB,2021-12-31
266272,JundFibra Telecomunicações,PeeringDB,2021-12-31
266272,JundFibra Telecomunicações Ltda Epp,PeeringDB,2021-12-31
11071,"InfoWest, Inc",PeeringDB,2021-12-31
266275,JEFFERSON KAYAM DA ROCHA,PeeringDB,2021-12-31
266275,iTELECOM,PeeringDB,2021-12-31
328471,HERO TELECOMS,PeeringDB,2021-12-31
328471,Herotel,PeeringDB,2021-12-31
328475,AfriQ Network Solutions Ltd,PeeringDB,2021-12-31
328475,AfriQ Networks,PeeringDB,2021-12-31
328476,La Sentinelle,PeeringDB,2021-12-31
328476,LSL,PeeringDB,2021-12-31
266816,SIMECT GROUP REDES E INTERNET,PeeringDB,2021-12-31
12775,JPC Infonet,PeeringDB,2021-12-31
12775,Cloudheroes,PeeringDB,2021-12-31
32338,Hostiserver Ltd.,PeeringDB,2021-12-31
398826,OLink Cloud,PeeringDB,2021-12-31
6122,Iowa Communications Network,PeeringDB,2021-12-31
6122,ICN,PeeringDB,2021-12-31
139547,Vimitel Network,PeeringDB,2021-12-31
61189,Elkdata,PeeringDB,2021-12-31
61189,veebimajutus.ee,PeeringDB,2021-12-31
6128,Cablevision Systems Corporation,PeeringDB,2021-12-31
6128,Altice USA,PeeringDB,2021-12-31
32334,CloudCall North America,PeeringDB,2021-12-31
32334,Synety Inc,PeeringDB,2021-12-31
30727,syslink operations AG,PeeringDB,2021-12-31
17635,Emerge Technologies,PeeringDB,2021-12-31
17635,Goldnet Pty Ltd,PeeringDB,2021-12-31
10958,Royell Communications,PeeringDB,2021-12-31
8676,PRT Systems Ltd,PeeringDB,2021-12-31
8676,Clearhost,PeeringDB,2021-12-31
8676,UMIS Consultancy,PeeringDB,2021-12-31
8676,Neo-Tel,PeeringDB,2021-12-31
8676,SystemIP,PeeringDB,2021-12-31
8676,Dico,PeeringDB,2021-12-31
8676,My Hosting Bubble,PeeringDB,2021-12-31
21171,Schibsted ASA,PeeringDB,2021-12-31
60614,SteveYi,PeeringDB,2021-12-31
60614,SteveYi Network Service,PeeringDB,2021-12-31
208189,Swish Fibre,PeeringDB,2021-12-31
208188,Puget Sound Networks,PeeringDB,2021-12-31
208188,n,PeeringDB,2021-12-31
208188,a,PeeringDB,2021-12-31
141228,MNZL - AS141228,PeeringDB,2021-12-31
141228,MonitorNZ,PeeringDB,2021-12-31
266341,AMORIM TELECOM,PeeringDB,2021-12-31
266341,Amorim Telecom,PeeringDB,2021-12-31
38136,Akari Networks,PeeringDB,2021-12-31
38136,AKRN,PeeringDB,2021-12-31
141221,Ekwinox,PeeringDB,2021-12-31
25581,GMG,PeeringDB,2021-12-31
25581,AS25581,PeeringDB,2021-12-31
43065,Interlan Networks,PeeringDB,2021-12-31
209591,Fly Network,PeeringDB,2021-12-31
25588,Ultraspeed,PeeringDB,2021-12-31
25588,Six Degrees Group,PeeringDB,2021-12-31
31631,Telcom Networks Limited,PeeringDB,2021-12-31
31631,Telcom,PeeringDB,2021-12-31
43069,Random Labs,PeeringDB,2021-12-31
46920,RFNow,PeeringDB,2021-12-31
21351,Canal+ Telecom,PeeringDB,2021-12-31
21351,Mediaserv,PeeringDB,2021-12-31
200155,Technologicke centrum Pisek s.r.o.,PeeringDB,2021-12-31
200155,TCP,PeeringDB,2021-12-31
24186,Railtel Corporation Of India,PeeringDB,2021-12-31
24186,RailTel,PeeringDB,2021-12-31
49206,PeakFactory,PeeringDB,2021-12-31
203210,SZYBKINET,PeeringDB,2021-12-31
203210,SZYBKINET SP.J.,PeeringDB,2021-12-31
42910,PremierDC Veri Merkezi A.S. - Istanbul,PeeringDB,2021-12-31
42910,PREMIERDC,PeeringDB,2021-12-31
211367,Pluto Internet,PeeringDB,2021-12-31
52490,Cooperativa de Electricidad Ltda. de Pedro Luro,PeeringDB,2021-12-31
52490,AR-CEPL2-LACNIC,PeeringDB,2021-12-31
211360,HatHost,PeeringDB,2021-12-31
31452,ZAIN Bahrain,PeeringDB,2021-12-31
31452,Zain Bahrain,PeeringDB,2021-12-31
4800,Lintasarta,PeeringDB,2021-12-31
4800,IdOLA,PeeringDB,2021-12-31
60587,XINON Carrier Network,PeeringDB,2021-12-31
60587,MYSYS-NET,PeeringDB,2021-12-31
270586,B2 NETWORKS MULTIMIDIA LTDA,PeeringDB,2021-12-31
270586,B2NETWORKS-BR,PeeringDB,2021-12-31
4805,Orange Business Services Oceania,PeeringDB,2021-12-31
4805,Orange (a sister company of),PeeringDB,2021-12-31
4805,formerly Equant,PeeringDB,2021-12-31
209045,Genesis Cloud,PeeringDB,2021-12-31
209045,Genesis Cloud GmbH,PeeringDB,2021-12-31
4809,China Telecom / CN2,PeeringDB,2021-12-31
56931,Eurasia Peering IX Route Servers,PeeringDB,2021-12-31
56931,Eurasia Peering IX,PeeringDB,2021-12-31
138632,Enmoe Network,PeeringDB,2021-12-31
138632,enmoe.com,PeeringDB,2021-12-31
11605,Fluidsoft,PeeringDB,2021-12-31
53013,W I X NET DO BRASIL,PeeringDB,2021-12-31
53013,WIXNET,PeeringDB,2021-12-31
57043,HOSTKEY B.V.,PeeringDB,2021-12-31
57043,HOSTKEY,PeeringDB,2021-12-31
328781,LIDA MASS LINK,PeeringDB,2021-12-31
57513,Mobile interim company 1 S.A.L.,PeeringDB,2021-12-31
57513,ALFA Lebanon,PeeringDB,2021-12-31
328787,China Mobile International - South Africa,PeeringDB,2021-12-31
11602,SDSMT,PeeringDB,2021-12-31
57049,Kvant-II,PeeringDB,2021-12-31
57049,Kvant 2,PeeringDB,2021-12-31
57048,Robert van der Meulen,PeeringDB,2021-12-31
53019,infotec- serviços de provedor da internet,PeeringDB,2021-12-31
53019,infotec provedor,PeeringDB,2021-12-31
55193,NGL Connection,PeeringDB,2021-12-31
3226,MARK-ITT,PeeringDB,2021-12-31
207972,Stephen Thompson,PeeringDB,2021-12-31
207972,DigitalMonks LLC,PeeringDB,2021-12-31
14129,ABQIX Route Servers,PeeringDB,2021-12-31
14129,NMIX DBA ABQIX,PeeringDB,2021-12-31
58645,"Miyagi Cable TV Co.,Ltd.",PeeringDB,2021-12-31
58645,Marinet,PeeringDB,2021-12-31
265232,WLAN SISTEMAS,PeeringDB,2021-12-31
265232,Wlan Sistemas,PeeringDB,2021-12-31
18467,Axiom Technologies,PeeringDB,2021-12-31
54540,incero.com,PeeringDB,2021-12-31
54540,Hivelocity AS29802,PeeringDB,2021-12-31
265234,N-MULTIMIDIA TELECOMUNICACOES,PeeringDB,2021-12-31
265234,N-Multifibra,PeeringDB,2021-12-31
211091,IPH,PeeringDB,2021-12-31
17732,AC3 AS17732,PeeringDB,2021-12-31
