ASN,ORGANIZATION,SOURCE,ASOF_DATE
265344,CURIO NET SVC DE TELECOM LTDA,PCH,2022-09-14
262792,VESCNET PROVEDORES LTDA,PCH,2022-09-14
267460,ALLNET TELECOM EIRELE ME,PCH,2022-09-14
263355,GTR NET COMUNICACOES EIRELI,PCH,2022-09-14
264444,LINKCE TELECOM,PCH,2022-09-14
267576,CONET TELECOM,PCH,2022-09-14
52871,TASCOM TELECOM LTDA,PCH,2022-09-14
61876,DELTA CONNECT,PCH,2022-09-14
61838,WHG TECN ORGANIZACIONAL LTDA,PCH,2022-09-14
266197,IBL TELECOM,PCH,2022-09-14
264926,BRASILINK SVC EIRELI,PCH,2022-09-14
267367,GIGASETE TELECOM LTDA,PCH,2022-09-14
22548,NÚCLEO DE INF. E COORD. DO PONTO BR,PCH,2022-09-14
268619,FIBERTECH SVC DE INET LTDA,PCH,2022-09-14
265482,NET EXPRESS BRASIL LTDA,PCH,2022-09-14
264213,CONNECT TELECOM LTDA,PCH,2022-09-14
268666,C MUNIZ GOMES,PCH,2022-09-14
263444,OPEN X TECN LTDA,PCH,2022-09-14
268018,DB3 SVC DE TELECOM S.A,PCH,2022-09-14
266076,D NET SOLN E FIBRA ÓPTICA,PCH,2022-09-14
28191,JUPITER TELECOM E INFO LTDA,PCH,2022-09-14
263427,CARLOS HENRIQUE SANTOS DE OLIVEIRA ME,PCH,2022-09-14
267951,ALVARO REBOUÇAS COELHO,PCH,2022-09-14
267094,WEBNET PROVEDOR DE ACESSO REDES DE COM. LTDA,PCH,2022-09-14
264359,START TELECOM EIRELI,PCH,2022-09-14
264568,C & A NET INFO E INET,PCH,2022-09-14
263362,REDE SPEEDNET TELECOM LTDA,PCH,2022-09-14
267129,PIMENTEL NTWK SVC DE TELECOMUNICAÇÃO,PCH,2022-09-14
265184,HCNETI TELECOM,PCH,2022-09-14
266456,FRANCISCO AFONSO DE PAIVA JUNIOR,PCH,2022-09-14
268697,I A TORRES PROVEDORES ME,PCH,2022-09-14
263124,ZAP TELECOM LTDA,PCH,2022-09-14
52925,ASCENTY DATA CENTERS E TELECOM S A,PCH,2022-09-14
263146,NAVEGAMAIS TELECOM LTDA,PCH,2022-09-14
267575,MARANET TELECOM LTDA,PCH,2022-09-14
268408,SMART SOLN,PCH,2022-09-14
28161,PIERNET TELECOM,PCH,2022-09-14
52850,OXENTE.NET SOLN TECNOLÓGICAS EIRELI,PCH,2022-09-14
28276,MIKROCENTER INFO LTDA,PCH,2022-09-14
262537,DATASAFEIT SOLN EM TECN,PCH,2022-09-14
268182,JNET TELECOM EIRELI,PCH,2022-09-14
28624,PROVEDORA CMA INET LTDA,PCH,2022-09-14
268897,SUPRI NET SVC E COMERCIO LTDA,PCH,2022-09-14
268883,INFO & TECN LTDA,PCH,2022-09-14
267610,KAIRONANET LTDA,PCH,2022-09-14
267193,LATIN AMERICAN AND CARIBBEAN IP REGIONAL REGISTRY,PCH,2022-09-14
268584,JWS PROVEDORES INET EIRELE,PCH,2022-09-14
264996,SERVLINK TELECOM LTDA,PCH,2022-09-14
268986,LATIN AMERICAN AND CARIBBEAN IP REGIONAL REGISTRY,PCH,2022-09-14
266941,MEGA WAVE TELECOM,PCH,2022-09-14
264969,FD CAVALCANTE DE LIMA ME,PCH,2022-09-14
268390,ALISSON HENRIQUE DUARTE SVC,PCH,2022-09-14
28131,NET.COM TELECOM,PCH,2022-09-14
267979,UP CABLE SVC DE INET LTDA,PCH,2022-09-14
267956,FRANCISCO WESLEY GOMES FERREIRA ME,PCH,2022-09-14
267355,HOSTIDC INET DATACTR LTDA,PCH,2022-09-14
263283,J G DE OLIVEIRA MATOS & CIA LTDA,PCH,2022-09-14
61888,GFT COMERCIO DE TELEFONIA E COMUNICACAO LTDA,PCH,2022-09-14
262901,VCNET PROVEDORA DE INET LTDA,PCH,2022-09-14
61568,ALOO TELECOM,PCH,2022-09-14
268331,LINK BARATO.COM TELECOM EIRELI,PCH,2022-09-14
269005,FIBRA NET CE LTDA,PCH,2022-09-14
266623,PEDRO F ARRUDA JUNIOR ME,PCH,2022-09-14
2647,SOC INTERNATIONALE TELECOM AERONAUTIQUES,PCH,2022-09-14
8195,GTT COMM INC.,PCH,2022-09-14
13189,LIDEN DATA INTERNETWORK A.B.,PCH,2022-09-14
21202,BREDBAND2 A.B.,PCH,2022-09-14
16150,AVAILO NTWK A.B.,PCH,2022-09-14
29518,BREDBAND2 A.B.,PCH,2022-09-14
33885,OWNIT BBAND A.B.,PCH,2022-09-14
174,COGENT COMM,PCH,2022-09-14
25462,RETN LTD,PCH,2022-09-14
39792,NICOLAS CHEVRIER,PCH,2022-09-14
53679,Midwest Internet Coop Exchange,PCH,2022-09-14
7753,ipHouse,PCH,2022-09-14
8015,Vector Internet Services,PCH,2022-09-14
16904,Arvig,PCH,2022-09-14
22402,Nextera Communications,PCH,2022-09-14
25694,Atomic Data LLC,PCH,2022-09-14
23260,Savage Communications,PCH,2022-09-14
12042,Consolidated Communications - North,PCH,2022-09-14
20412,Bluepeak,PCH,2022-09-14
13746,AiTech,PCH,2022-09-14
40413,Hennepin County Medical Center,PCH,2022-09-14
29762,Emergent Networks,PCH,2022-09-14
53301,Radio Link Internet,PCH,2022-09-14
32867,Long Lines Communications,PCH,2022-09-14
394330,LTD Broadband,PCH,2022-09-14
393639,IVDesk,PCH,2022-09-14
13576,South Dakota Network dba SDN Communications,PCH,2022-09-14
57,Northern Lights GigaPOP,PCH,2022-09-14
15267,702 Communications,PCH,2022-09-14
14828,"Hiawatha Broadband Communications, Inc",PCH,2022-09-14
15250,USFamily.net,PCH,2022-09-14
55043,Marco Technologies,PCH,2022-09-14
26794,Dakota Carrier Network,PCH,2022-09-14
20115,Charter Communications,PCH,2022-09-14
3128,University of Wisconsin System,PCH,2022-09-14
16851,Nebraskalink,PCH,2022-09-14
54578,FiberComm,PCH,2022-09-14
31939,GigaMonster,PCH,2022-09-14
25637,The Park Region Mutual Telephone Co,PCH,2022-09-14
32029,"Lakana, a division of Nexstar Broadcasting",PCH,2022-09-14
16616,Country Wireless,PCH,2022-09-14
393455,Minnesota WiFi,PCH,2022-09-14
54821,OMNI-TECH-FRE-NE,PCH,2022-09-14
25111,Coloplast,PCH,2022-09-14
63318,INFOTEC-MANITOBA,PCH,2022-09-14
33734,Muscatine Power and Water,PCH,2022-09-14
46692,City of Windom,PCH,2022-09-14
15011,Jaguar Communications,PCH,2022-09-14
23465,NU-Telecom,PCH,2022-09-14
40328,AcenTek,PCH,2022-09-14
13767,DataBank,PCH,2022-09-14
393238,"ImOn Communications, LLC",PCH,2022-09-14
21693,Xcel Energy,PCH,2022-09-14
55009,Router12 Networks,PCH,2022-09-14
13807,Great Plains Communications LLC AS13807,PCH,2022-09-14
2381,WiscNet,PCH,2022-09-14
27204,New Core Wireless,PCH,2022-09-14
13855,Cedar Falls Utilities,PCH,2022-09-14
18883,FiberNet Communications,PCH,2022-09-14
46892,Winnebago Cooperative Telecom Association,PCH,2022-09-14
394907,CL Tel,PCH,2022-09-14
55216,CarverLink,PCH,2022-09-14
396939,Fond du Lac Communications,PCH,2022-09-14
14161,Land O Lakes,PCH,2022-09-14
62886,OMNITEL,PCH,2022-09-14
7034,PhirePhly Design,PCH,2022-09-14
5056,Iowa Network Services,PCH,2022-09-14
26725,LCOM-NET,PCH,2022-09-14
22534,CS-TECH-INC,PCH,2022-09-14
3789,Essentia Health East,PCH,2022-09-14
53740,optbit,PCH,2022-09-14
33274,Fairview Health Services,PCH,2022-09-14
34962,Epik,PCH,2022-09-14
393775,IP Pathways DSM1,PCH,2022-09-14
397324,Celerity Networks,PCH,2022-09-14
63394,Eastern Iowa Data Group,PCH,2022-09-14
11232,Midcontinent Communications,PCH,2022-09-14
396388,Woofy,PCH,2022-09-14
30600,Metronet,PCH,2022-09-14
18451,LES.NET,PCH,2022-09-14
14230,Involta,PCH,2022-09-14
54502,DATA-STREAM-01,PCH,2022-09-14
31834,Express Data Solutions LLC,PCH,2022-09-14
400316,Minnesota Adult & Teen Challenge,PCH,2022-09-14
11852,WHCC,PCH,2022-09-14
11317,Great Plains Network,PCH,2022-09-14
398143,Truestream,PCH,2022-09-14
3663,NETNET-NET,PCH,2022-09-14
40382,HENNEPIN-COUNTY,PCH,2022-09-14
19523,Flexnetworks,PCH,2022-09-14
394911,Comm1,PCH,2022-09-14
945,August Internet,PCH,2022-09-14
10879,Unitedhealthcare,PCH,2022-09-14
11904,AcenTek-MI,PCH,2022-09-14
34002,INTERXION FRANCE S.A.,PCH,2022-09-14
29513,FOLIATEAM OPERATEUR SAS,PCH,2022-09-14
204355,TELICITY COMM SASU,PCH,2022-09-14
48426,OVER LINK S.A.S,PCH,2022-09-14
20900,IMS NTWK SAS,PCH,2022-09-14
31564,HEXAGLOBE SAS,PCH,2022-09-14
39583,PERTINEO SAS,PCH,2022-09-14
199660,LTI NTWK SASU,PCH,2022-09-14
6738,DRI SAS,PCH,2022-09-14
44000,NET1C S.A.R.L.,PCH,2022-09-14
328411,GULFSAT MADAGASCAR,PCH,2022-09-14
15422,KERING SA,PCH,2022-09-14
201675,SACLAK NTWK S.A.R.L.,PCH,2022-09-14
31167,AXIONE S.A.S,PCH,2022-09-14
203547,NEXT2I S.A.R.L.,PCH,2022-09-14
44295,LAB LUXEMBOURG S.A.,PCH,2022-09-14
199064,QWANT SAS,PCH,2022-09-14
44902,COVAGE NTWK SASU,PCH,2022-09-14
43436,SOC DU FIGARO SAS,PCH,2022-09-14
198545,FLEX NTWK S.A.R.L.,PCH,2022-09-14
199125,ALLIANCE RESEAUX SAS,PCH,2022-09-14
327956,PARABOLE REUNION,PCH,2022-09-14
21101,SISTEMI HARDWARE & SFTWR S.P.A.,PCH,2022-09-14
34606,B.B.BELL S.P.A.,PCH,2022-09-14
39072,AXESS ONLINE S.A.R.L.,PCH,2022-09-14
44219,ICCOM S.R.L.,PCH,2022-09-14
2595,CSP S.C. A R.L,PCH,2022-09-14
204661,MIDRANGE SOLN & SVC S.A.R.L.,PCH,2022-09-14
39636,IREN ENERGIA S.P.A.,PCH,2022-09-14
43445,ARTE FRANCE SA,PCH,2022-09-14
198191,GLOBAL MEDIA SYS S.A.,PCH,2022-09-14
212346,ID SYS INFO S.A.R.L.,PCH,2022-09-14
212815,DYJIX ASSOC,PCH,2022-09-14
197551,AMEOS S.A.R.L.,PCH,2022-09-14
12696,GIE AXA TECH SVC FRANCE,PCH,2022-09-14
200050,ITSVISION S.A.R.L.,PCH,2022-09-14
20986,HEBERGEMENT ET INFOGERANCE SYS D INFO SAS,PCH,2022-09-14
57642,FIGARO CLASSIFIEDS S.A.,PCH,2022-09-14
201699,LEVEL SYS SAS,PCH,2022-09-14
212321,PC A CARTE SASU,PCH,2022-09-14
42845,BRETAGNE TELECOM SASU,PCH,2022-09-14
204207,LACOSTE OPER S.A.,PCH,2022-09-14
41191,MAPPY SA,PCH,2022-09-14
210232,PACTOO SAS,PCH,2022-09-14
203554,LOUIS VUITTON MALLETIER SA,PCH,2022-09-14
49763,ADEVINTA FRANCE SAS,PCH,2022-09-14
212579,IPEXIA SAS,PCH,2022-09-14
199248,NUMLOG S.A.S.U,PCH,2022-09-14
48504,OPENIP SAS,PCH,2022-09-14
211978,COMLIGHT S.A.R.L.,PCH,2022-09-14
202321,INST NATL L AUDIOVISUEL,PCH,2022-09-14
204981,YOOTH INFO TECH SAS,PCH,2022-09-14
39271,CHARTRES METROPOLE INNOVATIONS NUMERIQUES SEM,PCH,2022-09-14
213018,SAMUEL BRETON,PCH,2022-09-14
2094,RENATER,PCH,2022-09-14
52143,DOTSMART S.A.R.L.,PCH,2022-09-14
328107,GUILAB SA,PCH,2022-09-14
197205,1000MERCIS SA,PCH,2022-09-14
205010,LANETCIE S.A.R.L.,PCH,2022-09-14
49584,DATAXION SAS,PCH,2022-09-14
211925,BLUE SOFT SAS,PCH,2022-09-14
199758,SAS NEXYLAN,PCH,2022-09-14
197492,INEONET SAS,PCH,2022-09-14
12727,VIALIS SAEM,PCH,2022-09-14
42487,VIALIS SAEM,PCH,2022-09-14
44407,LINKT SAS,PCH,2022-09-14
206568,ALTSYSNET.COM SAS,PCH,2022-09-14
35798,DEVERYWARE S.A.,PCH,2022-09-14
393424,TORONTO INET EXCH CMNTY,PCH,2022-09-14
5769,VIDEOTRON TELECOM LTEE,PCH,2022-09-14
13657,E GATE COMM INC.,PCH,2022-09-14
12188,EQUINIX INC.,PCH,2022-09-14
11814,DISTRIBUTEL COMM LTD,PCH,2022-09-14
5690,VIANET,PCH,2022-09-14
11342,PATHWAY COMM,PCH,2022-09-14
11647,SENTEX COMM CORP,PCH,2022-09-14
7794,EXECULINK TELECOM INC.,PCH,2022-09-14
6407,PRIMUS TELECOM CANADA INC.,PCH,2022-09-14
30130,INET SYS CONSORTIUM INC.,PCH,2022-09-14
7992,COGECO CABLE,PCH,2022-09-14
14116,INTERNETNAMESFORBUSINESS.COM,PCH,2022-09-14
18650,HOSTPAPA,PCH,2022-09-14
10996,CONCORDE INC.,PCH,2022-09-14
33361,WIRE INC.,PCH,2022-09-14
27324,CANADIAN BROADCASTING CORP,PCH,2022-09-14
8001,COLOGIX INC.,PCH,2022-09-14
14453,ADVANCED KNOWLEDGE NTWK,PCH,2022-09-14
26677,ORION,PCH,2022-09-14
30176,PRIORITY COLO INC.,PCH,2022-09-14
12059,INET LIGHT AND POWER INC.,PCH,2022-09-14
36493,FIBERNETICS CORP,PCH,2022-09-14
27299,CIRA-REGISTRY,PCH,2022-09-14
30528,E. I. CATALYST,PCH,2022-09-14
26531,NEXUSDS.COM,PCH,2022-09-14
15024,PACKETWORKS INC.,PCH,2022-09-14
26288,KEEWAYTINOOK OKIMAKANAK,PCH,2022-09-14
16949,EDAPTIVITY.COM INC.,PCH,2022-09-14
11666,NEXICOM INC.,PCH,2022-09-14
33554,NEUTRAL DATA CENTERS CORP,PCH,2022-09-14
2685,AT & T GLOBAL NTWK SVC LLC,PCH,2022-09-14
11522,GREATER SUDBURY TELECOM INC.,PCH,2022-09-14
40028,1651884 ONTARIO INC.,PCH,2022-09-14
13319,STORM INET SVC,PCH,2022-09-14
19117,HEAVY COMPUTING,PCH,2022-09-14
32881,SERVER NORTH,PCH,2022-09-14
21724,GOCO TECH LTD,PCH,2022-09-14
33541,CABLE CABLE INC.,PCH,2022-09-14
13826,TERAGO NTWK INC.,PCH,2022-09-14
22964,ISP TELECOM,PCH,2022-09-14
46195,ACTIVO INC.,PCH,2022-09-14
15128,COMWAVE TELECOM INC.,PCH,2022-09-14
32678,FIDALIA NTWK INC.,PCH,2022-09-14
33139,CANACA COM INC.,PCH,2022-09-14
33130,INET ACCESS SOLN LTD,PCH,2022-09-14
47027,SEASIDE COMM INC.,PCH,2022-09-14
21513,EPIK NTWK INC.,PCH,2022-09-14
25946,NETACCESS SYS INC.,PCH,2022-09-14
22652,FIBRENOIRE INC.,PCH,2022-09-14
53525,VENTURE COMPTR OF CANADA,PCH,2022-09-14
376,RISQ INC.,PCH,2022-09-14
19467,POSTAGEAPP,PCH,2022-09-14
819,LARG NET,PCH,2022-09-14
25914,QUADRO COMM COOP INC.,PCH,2022-09-14
54002,CRS NTWK INC.,PCH,2022-09-14
51329,CONN NTWK L.P,PCH,2022-09-14
30539,FLOWFINITY WIRELESS INC.,PCH,2022-09-14
53486,NIAGARA REGIONAL BBAND NTWK LTD,PCH,2022-09-14
53732,INNSYS INC.,PCH,2022-09-14
40788,START COMM,PCH,2022-09-14
18588,POSTMEDIA NTWK INC.,PCH,2022-09-14
36731,SERVER CLOUD CANADA INC.,PCH,2022-09-14
25948,DATABLOCKS INC.,PCH,2022-09-14
36225,INFINITE IT SOLN INC.,PCH,2022-09-14
32277,TBAYTEL,PCH,2022-09-14
5664,SHERIDAN COLLG INST OF TECH AND ADVANCED LEARNING,PCH,2022-09-14
32613,IWEB TECH INC.,PCH,2022-09-14
54164,COMPTR TALK,PCH,2022-09-14
13895,FIBERCONX,PCH,2022-09-14
549,GTANET NTWK,PCH,2022-09-14
36518,VSOFT INC.,PCH,2022-09-14
53494,LANTERN HILL IT INC.,PCH,2022-09-14
18997,RUNETWORKS,PCH,2022-09-14
54235,WATCH TOWER BIBLE AND TRACT SOC OF CANADA,PCH,2022-09-14
29974,WIGHTMAN TELECOM,PCH,2022-09-14
7057,MANAGED NTWK SYS INC.,PCH,2022-09-14
12212,RAVAND CYBERTECH INC.,PCH,2022-09-14
54614,CIK TELECOM INC.,PCH,2022-09-14
54198,VIANETTV INC.,PCH,2022-09-14
32100,METRO LOOP,PCH,2022-09-14
11468,THINK ON INC.,PCH,2022-09-14
62782,GAZELLE COMM CORP,PCH,2022-09-14
393681,ALL BLUE SOLN INC.,PCH,2022-09-14
35998,PEEL DISTRICT SCH BOARD,PCH,2022-09-14
63003,INFRA SOLN INC.,PCH,2022-09-14
1403,EBOX,PCH,2022-09-14
22748,SKYNET CANADA WIRELESS NTWK INC.,PCH,2022-09-14
63419,DUFFERIN PEEL CATHOLIC DISTRICT SCH BOARD,PCH,2022-09-14
36445,COEXTRO,PCH,2022-09-14
13794,ODYNET INC.,PCH,2022-09-14
33044,MEGAWIRE INC.,PCH,2022-09-14
23252,WTC COMM,PCH,2022-09-14
46156,SUNLIFE ASSURANCE CO,PCH,2022-09-14
4508,NEUSTYLE,PCH,2022-09-14
53791,TRUESPEED INET SVC,PCH,2022-09-14
13727,NEXT DIMENSION INC.,PCH,2022-09-14
393990,CLEARCABLE NTWK,PCH,2022-09-14
393457,HAMILTON CMNTY ENTPRS,PCH,2022-09-14
48768,GTECH SWEDEN INTERACTIVE A.B.,PCH,2022-09-14
32489,AMANAH TECH INC.,PCH,2022-09-14
395768,ITERATEL COMM INC.,PCH,2022-09-14
394678,BLUEWATER POWER CORP,PCH,2022-09-14
54351,COMMUNICATE FREELY,PCH,2022-09-14
36218,OC1 CIRRUS LLC,PCH,2022-09-14
395570,FIBRESTREAM INC.,PCH,2022-09-14
62563,GLOBALTELEHOST CORP,PCH,2022-09-14
394233,CLOUDWIFI,PCH,2022-09-14
32710,AGNICORP INC.,PCH,2022-09-14
11287,MITCHELL SEAFORTH CABLE T. V. LTD,PCH,2022-09-14
23419,BROAD CONNECT TELECOM INC.,PCH,2022-09-14
30549,LAKELAND NTWK,PCH,2022-09-14
19465,GOSFIELD NORTH COMM COOP LTD,PCH,2022-09-14
11084,HURON TELECOM COOP LTD,PCH,2022-09-14
29909,METROOPTIC INC.,PCH,2022-09-14
394710,TELMAX INC.,PCH,2022-09-14
40449,BUSINESS DEVLP BANK OF CANADA,PCH,2022-09-14
40867,CONTINUUM ONLINE SVC LTD,PCH,2022-09-14
19382,ONCORE CLOUD SVC,PCH,2022-09-14
53913,CITY WIDE COMM INC.,PCH,2022-09-14
11077,XBASE TECH CORP,PCH,2022-09-14
395127,SUNWIRE INC.,PCH,2022-09-14
11635,ENVI NTWK LTD,PCH,2022-09-14
395309,REENIGNE,PCH,2022-09-14
396984,STAGE2DATA INC.,PCH,2022-09-14
53338,ITCI CORP,PCH,2022-09-14
63131,TNEXT COMM INC.,PCH,2022-09-14
396158,HOSTCIRCLE INC.,PCH,2022-09-14
63290,QCSTELECOM INC.,PCH,2022-09-14
397545,PURPLE COW INET INC.,PCH,2022-09-14
17328,MANUFACTURERS LIFE INSURANCE CO,PCH,2022-09-14
19515,ORICOM INET INC.,PCH,2022-09-14
53594,POLYMER NTWK,PCH,2022-09-14
398764,ATHENA CLOUD,PCH,2022-09-14
62513,GOCODEIT INC.,PCH,2022-09-14
398717,OSHAWA PUC SVC INC.,PCH,2022-09-14
62904,EONIX CORP,PCH,2022-09-14
14812,CNSX,PCH,2022-09-14
397553,FGLTEL INC.,PCH,2022-09-14
399494,BROOKE TELECOM COOP LTD,PCH,2022-09-14
14224,TAMPNET INC.,PCH,2022-09-14
26523,PROVINCE OF NEW BRUNSWICK,PCH,2022-09-14
399647,RUMBLE INC.,PCH,2022-09-14
394501,CRAVE TECH LTD,PCH,2022-09-14
400113,KEEPIT A S,PCH,2022-09-14
21723,GOCO TECH LTD,PCH,2022-09-14
394745,LUNANODE HOSTING INC.,PCH,2022-09-14
398482,SCHNEIDER S COMPUTING & WEBSITES LTD,PCH,2022-09-14
11670,TORONTO INET EXCH CMNTY,PCH,2022-09-14
203068,BANDALIBRE COMUNI. S.L.,PCH,2022-09-14
57365,NUMINTEC COMUNI. S.L.,PCH,2022-09-14
3324,FUJITSU TECH SOLN S.A.,PCH,2022-09-14
56882,LEAST COST ROUTING TELECOM S.L.,PCH,2022-09-14
34471,FREE TECH EXCOM S.L.,PCH,2022-09-14
204858,VOIPMINIC S.L.,PCH,2022-09-14
206404,ALTERCOM 21 SL,PCH,2022-09-14
16168,GENETSIS PARTNERS SL,PCH,2022-09-14
44017,RAMONA MEDIA G.M.B.H,PCH,2022-09-14
209287,INNOVACION RIOJANA SOLN IT S.L.,PCH,2022-09-14
45037,PROPELIN CONSLT S.L.U,PCH,2022-09-14
43578,MBA DATACTRS S.L.,PCH,2022-09-14
29231,GRUPALIA INET S.A.,PCH,2022-09-14
202147,AVATEL TELECOM SA,PCH,2022-09-14
12540,IDECNET S.A.,PCH,2022-09-14
201942,SOLTIA CONSLT SL,PCH,2022-09-14
208597,NAVARRA SVC Y TECN S.A.,PCH,2022-09-14
39447,ZERTIA TELECOM S.L.,PCH,2022-09-14
51681,SINEASEN S.L.,PCH,2022-09-14
212763,NANOBYTES INFO Y TELECOM S.L.,PCH,2022-09-14
202054,GRP SYS4NET S.L.,PCH,2022-09-14
208569,NORVOZ TELECOM S.L.,PCH,2022-09-14
199976,DUNE TECH SL,PCH,2022-09-14
206276,CITELIA S.A.,PCH,2022-09-14
9186,INFOCOMUNICACOES S.A.,PCH,2022-09-14
49600,NEAR IP S.L.,PCH,2022-09-14
58717,SUMMIT COMM LTD,PCH,2022-09-14
137990,SUNIWAY GRP LTD,PCH,2022-09-14
58682,LEVEL3 CARRIER LTD,PCH,2022-09-14
17922,PT. INDOSAT TBK,PCH,2022-09-14
17547,M1 NET LTD,PCH,2022-09-14
64315,IDNIC CLOUD INDO ID,PCH,2022-09-14
136255,TELECOM INTL MYANMAR CO. LTD,PCH,2022-09-14
7595,READYSPACE NTWK PVT LTD,PCH,2022-09-14
4844,SUPERINTERNET ACCESS PVT LTD,PCH,2022-09-14
23947,PT. MORA TELEMATIKA INDONESIA,PCH,2022-09-14
24203,PT. XL AXIATA,PCH,2022-09-14
133815,PT. PRIMACOM INTERBUANA,PCH,2022-09-14
38321,INTERTOUCH PVT LTD,PCH,2022-09-14
24173,NETNAM CO,PCH,2022-09-14
4773,M1 LTD,PCH,2022-09-14
23939,ONBOARDCLOUD PVT LTD,PCH,2022-09-14
135025,NEXLOGIC TELECOM NTWK INC.,PCH,2022-09-14
7568,CS LOXINFO PUBLIC CO. LTD,PCH,2022-09-14
56258,PT. PGAS TELEKOM NUSANTARA,PCH,2022-09-14
4628,PACIFIC INET SOC PVT LTD,PCH,2022-09-14
56308,TELEKOM INDONESIA INTL PTE.LTD,PCH,2022-09-14
45634,SPARKSTATION PVT LTD,PCH,2022-09-14
133959,OWENTIS,PCH,2022-09-14
132837,ORIENT TELECOM PVT LTD,PCH,2022-09-14
26496,GODADDY.COM LLC,PCH,2022-09-14
24535,PT. INSAN SARANA TELEMATIKA,PCH,2022-09-14
9989,EQUINIX SINGAPORE PVT LTD,PCH,2022-09-14
7632,LINKNET EXCH JAKARTA,PCH,2022-09-14
133385,TELENOR MYANMAR,PCH,2022-09-14
10075,FIBER@HOME GLOBAL LTD,PCH,2022-09-14
132167,OOREDOO MYANMAR LTD,PCH,2022-09-14
132132,REPUBLIC TELECOM,PCH,2022-09-14
38565,NCELL PTY LTD,PCH,2022-09-14
138552,RTB HOUSE PVT LTD,PCH,2022-09-14
136168,CAMPANA MYTHIC CO. LTD,PCH,2022-09-14
10102,1ASIA COMM PVT LTD,PCH,2022-09-14
38753,SOLUSINDO BINTANG PRATAMA PT,PCH,2022-09-14
17666,HITACHI SUNWAY DATA CNTR SVC PVT LTD,PCH,2022-09-14
45796,UNITED INFO HIGHWAY CO. LTD,PCH,2022-09-14
30058,FDCSERVERS.NET,PCH,2022-09-14
138456,OCEANBLUE CLOUD TECH LTD,PCH,2022-09-14
58552,PT. MULTIDATA RANCANA PRIMA,PCH,2022-09-14
9873,LAO TELECOM CO LTD,PCH,2022-09-14
139341,ACEVILLE PTE.LTD,PCH,2022-09-14
134363,EZIT SOLN PVT LTD,PCH,2022-09-14
139628,MEGA TRUENET COMM CO. LTD,PCH,2022-09-14
133840,PT. JALA LINTAS MEDIA,PCH,2022-09-14
205272,TRELLIX GERMANY G.M.B.H,PCH,2022-09-14
132142,ZONE TELECOM PVT LTD,PCH,2022-09-14
10094,UNIFIED NATL NTWK,PCH,2022-09-14
10089,TOTAL ACCESS COMM PLC,PCH,2022-09-14
58430,TCC TECH CO. LTD,PCH,2022-09-14
63516,TRANSHYBRID INET XCHANGE,PCH,2022-09-14
132134,SPOTXCHANGE INC.,PCH,2022-09-14
136119,PT. BALI TOWERINDO SENTRA TBK,PCH,2022-09-14
45437,REAL WORLD TECH SOLN PTY LTD,PCH,2022-09-14
134187,INTERCLOUD,PCH,2022-09-14
15932,TELENOR GLOBAL SVC,PCH,2022-09-14
132734,SCHNEIDER ELEC PTY LTD,PCH,2022-09-14
33229,ANY2CLOUD,PCH,2022-09-14
131219,INDOSAT SINGAPORE PVT LTD,PCH,2022-09-14
140405,PT. CYBERTECHTONIC PRATAMA,PCH,2022-09-14
38740,TASHI INFOCOMM LTD,PCH,2022-09-14
55944,OOREDOO MALDIVES PRIVATE LTD,PCH,2022-09-14
45356,MOBITEL PVT LTD,PCH,2022-09-14
24516,VIRTUTEL PTY LTD,PCH,2022-09-14
137280,KINGSOFT CLOUD CORP LTD,PCH,2022-09-14
24207,VELO NTWK ISP,PCH,2022-09-14
133372,INTERAPTUS LTD,PCH,2022-09-14
45558,MYANMA POST & TELECOM,PCH,2022-09-14
136897,ENJOYVC CLOUD GRP LTD,PCH,2022-09-14
63956,AUSTRALIA PTY LTD,PCH,2022-09-14
137831,SHOPEE SINGAPORE PRIVATE LTD,PCH,2022-09-14
137236,TURBOTECH CO. LTD,PCH,2022-09-14
136975,NEXT TIER TRADING CO. LTD,PCH,2022-09-14
38496,PT. CYBER NTWK INDONESIA,PCH,2022-09-14
4764,WIDEBAND NTWK PTY LTD,PCH,2022-09-14
138699,TIKTOK PVT LTD,PCH,2022-09-14
45960,YTL COMM PVT LTD,PCH,2022-09-14
38757,PT. INDONESIA COMNETS PLUS,PCH,2022-09-14
136838,PT. BIT TEKN NUSANTARA,PCH,2022-09-14
140593,ULAP NTWK INC.,PCH,2022-09-14
135607,INFINIVAN INC.,PCH,2022-09-14
4648,SPARK NEW ZEALAND TRADING LTD,PCH,2022-09-14
55482,SUNWAY DIGITAL WAVE PVT LTD,PCH,2022-09-14
62014,TELEGRAM MESSENGER INC.,PCH,2022-09-14
132146,RICH TOP EC LTD,PCH,2022-09-14
17976,CAMGSM CO. LTD,PCH,2022-09-14
138132,PT. FASTEL SARANA INDONESIA,PCH,2022-09-14
137491,PEEREX NTWK LTD,PCH,2022-09-14
4007,SUBISU CABLENET,PCH,2022-09-14
63859,PT. EKA MAS REPUBLIK,PCH,2022-09-14
138840,PT. PARSAORAN GLOBAL DATATRANS,PCH,2022-09-14
38466,U MOBILE PVT LTD,PCH,2022-09-14
133865,BEIJING IQIYI SCI & TECH CO. LTD,PCH,2022-09-14
134618,PT. RABIK BANGUN NUSANTARA,PCH,2022-09-14
139225,WHATBOX INC.,PCH,2022-09-14
8360,ALLIANZ TECH SE,PCH,2022-09-14
