CITY_NAME,STATE_PROVINCE,COUNTRY_CODE,POLYGON_WKT
Golfito,Puntarenas,CR,"POLYGON ((-83.03615006199999 9.177260942000032, -82.85424591099996 9.06649300500004, -82.69019241499996 8.877194992000057, -82.75692595599998 8.656505651000032, -84.60060823999999 7.261512805000052, -83.03615006199999 9.177260942000032))"
Ciudad Cortés,Puntarenas,CR,"POLYGON ((-83.42567406999996 9.548988121000036, -83.19796387199995 9.440206516000046, -83.03615006199999 9.177260942000032, -84.60060823999999 7.261512805000052, -87.40106617399994 4.544863340000063, -87.40223389699997 4.545582181000043, -87.78160963199997 4.818115099000067, -84.50100009699997 9.053192547000037, -84.32273250299994 9.15453111200003, -83.42567406999996 9.548988121000036))"
Bocas del Toro,Bocas del Toro,PA,"POLYGON ((-81.60941203199997 10.886673851000069, -81.07929660299999 10.795142960000021, -81.06277015599994 9.473702960000026, -81.21330750799996 9.129448256000046, -81.60149918599996 8.732092503000047, -82.21743076099995 8.858999384000072, -82.37612402199994 9.543830077000052, -81.85095156699998 10.601091224000072, -81.60941203199997 10.886673851000069))"
Santiago,Veraguas,PA,"POLYGON ((-81.21330750799996 9.129448256000046, -80.64766170199994 8.268651874000057, -80.81250949699995 7.556293739000068, -82.27515886299994 4.530505950000077, -82.06890221799995 6.6965715280000495, -81.60149918599996 8.732092503000047, -81.21330750799996 9.129448256000046))"
David,Chiriquí,PA,"POLYGON ((-82.69019241499996 8.877194992000057, -82.21743076099995 8.858999384000072, -81.60149918599996 8.732092503000047, -82.06890221799995 6.6965715280000495, -82.75692595599998 8.656505651000032, -82.69019241499996 8.877194992000057))"
Almirante,Bocas del Toro,PA,"POLYGON ((-82.37612402199994 9.543830077000052, -82.21743076099995 8.858999384000072, -82.69019241499996 8.877194992000057, -82.85424591099996 9.06649300500004, -82.37612402199994 9.543830077000052))"
Cartago,Cartago,CR,"POLYGON ((-83.73776767499999 10.378284674000042, -83.53966014299994 10.334909972000048, -83.42567406999996 9.548988121000036, -84.32273250299994 9.15453111200003, -83.93743060199995 10.067346066000027, -83.73776767499999 10.378284674000042))"
Puerto Limon,Limón,CR,"POLYGON ((-82.28730735299996 11.242014049000034, -81.60941203199997 10.886673851000069, -81.85095156699998 10.601091224000072, -83.19796387199995 9.440206516000046, -83.42567406999996 9.548988121000036, -83.53966014299994 10.334909972000048, -82.28730735299996 11.242014049000034))"
Sixaola,Limón,CR,"POLYGON ((-81.85095156699998 10.601091224000072, -82.37612402199994 9.543830077000052, -82.85424591099996 9.06649300500004, -83.03615006199999 9.177260942000032, -83.19796387199995 9.440206516000046, -81.85095156699998 10.601091224000072))"
Juigalpa,Chontales,NI,"POLYGON ((-84.50253060099999 13.081483960000071, -84.57807614299998 11.972518683000033, -85.26881381199996 11.557567755000036, -85.58581664499997 11.765877612000054, -85.70369490799999 12.147072623000042, -84.50253060099999 13.081483960000071))"
El Porvenir,Kuna Yala,PA,"POLYGON ((-78.02627863299995 13.12625915500007, -77.31245742399994 10.24987668600005, -77.35076782399994 9.846635610000021, -78.78841449999999 8.80095527800006, -79.41590291899996 9.414667086000065, -79.82527976799997 11.507183198000064, -78.02627863299995 13.12625915500007))"
Manzanillo,Colima,MX,"POLYGON ((-104.10698116299994 19.425402070000075, -104.03919249599994 19.198770633000038, -105.52789731499996 14.093250169000044, -113.54734905899994 -1.5145344199999613, -121.06147957699994 -6.518119229999968, -123.75132222999997 -3.1914841389999538, -109.85411989099998 16.991408687000046, -105.74552608099998 19.318707133000032, -104.10698116299994 19.425402070000075))"
Tecoman,Colima,MX,"POLYGON ((-104.03919249599994 19.198770633000038, -103.50144488599994 18.920920902000034, -103.87274169799997 16.984736190000035, -105.52789731499996 14.093250169000044, -104.03919249599994 19.198770633000038))"
Ciudad Guzman,Jalisco,MX,"POLYGON ((-103.88120828099994 20.25606164900006, -103.10883464599999 20.151453572000037, -102.84456307699998 19.734158714000046, -102.80663929399998 19.568394613000066, -102.91654106699997 19.374891999000056, -103.22432607099995 19.27228844700005, -103.92095380599994 19.649300650000043, -103.88120828099994 20.25606164900006))"
Apatzingán,Michoacán,MX,"POLYGON ((-102.80663929399998 19.568394613000066, -102.57495416099994 19.550383449000037, -101.51114299799997 18.67528692700006, -101.53667554499998 18.618143978000035, -102.58080037899998 18.478425273000028, -102.91654106699997 19.374891999000056, -102.80663929399998 19.568394613000066))"
Colima,Colima,MX,"POLYGON ((-103.92095380599994 19.649300650000043, -103.22432607099995 19.27228844700005, -103.50144488599994 18.920920902000034, -104.03919249599994 19.198770633000038, -104.10698116299994 19.425402070000075, -103.92095380599994 19.649300650000043))"
Uruapan,Michoacán,MX,"POLYGON ((-101.73262659199997 19.866280577000055, -101.37275791799999 18.853930844000047, -101.51114299799997 18.67528692700006, -102.57495416099994 19.550383449000037, -101.73262659199997 19.866280577000055))"
Coalcoman,Michoacán,MX,"POLYGON ((-102.91654106699997 19.374891999000056, -102.58080037899998 18.478425273000028, -103.87274169799997 16.984736190000035, -103.50144488599994 18.920920902000034, -103.22432607099995 19.27228844700005, -102.91654106699997 19.374891999000056))"
Tecpan,Guerrero,MX,"POLYGON ((-100.79008549699995 17.788694618000022, -100.44419525299998 17.77900932400007, -100.77055721399995 16.147368176000043, -106.96369012299999 4.318368289000034, -100.79008549699995 17.788694618000022))"
Petatlán,Guerrero,MX,"POLYGON ((-101.46522627799999 18.31195543700005, -100.79008549699995 17.788694618000022, -106.96369012299999 4.318368289000034, -108.35494641399998 1.5084563150000463, -109.75033696199995 0.733141655000054, -101.46522627799999 18.31195543700005))"
Taxco,Guerrero,MX,"POLYGON ((-99.62037017099999 18.951999751000074, -99.28447590999997 18.58811842600005, -100.09146203099999 18.266052399000046, -100.24790414599994 18.910674759000074, -99.62037017099999 18.951999751000074))"
Ciudad Altamirano,Guerrero,MX,"POLYGON ((-100.93898296899994 19.019545209000057, -100.32272371999994 18.983273997000026, -100.24790414599994 18.910674759000074, -100.09146203099999 18.266052399000046, -100.07657099899996 17.932857788000035, -100.13956787399997 17.838822006000044, -100.44419525299998 17.77900932400007, -100.79008549699995 17.788694618000022, -101.46522627799999 18.31195543700005, -101.53667554499998 18.618143978000035, -101.51114299799997 18.67528692700006, -101.37275791799999 18.853930844000047, -100.93898296899994 19.019545209000057))"
Atoyac,Guerrero,MX,"POLYGON ((-100.13956787399997 17.838822006000044, -99.95422893199998 17.34630891000006, -100.77055721399995 16.147368176000043, -100.44419525299998 17.77900932400007, -100.13956787399997 17.838822006000044))"
Lázaro Cárdenas,Michoacán,MX,"POLYGON ((-101.53667554499998 18.618143978000035, -101.46522627799999 18.31195543700005, -109.75033696199995 0.733141655000054, -113.54734905899994 -1.5145344199999613, -105.52789731499996 14.093250169000044, -103.87274169799997 16.984736190000035, -102.58080037899998 18.478425273000028, -101.53667554499998 18.618143978000035))"
Zumpango,México,MX,"POLYGON ((-99.33905269099995 20.432652569000027, -98.64095474199996 19.695927269000038, -99.01809090199998 19.620577918000038, -99.45435462999995 19.645483642000045, -99.67675359799995 19.904945114000043, -99.33905269099995 20.432652569000027))"
Zamora,Michoacán,MX,"POLYGON ((-102.03524087499994 20.489461050000045, -101.68197960899994 20.08990298300006, -101.73262659199997 19.866280577000055, -102.57495416099994 19.550383449000037, -102.80663929399998 19.568394613000066, -102.84456307699998 19.734158714000046, -102.03524087499994 20.489461050000045))"
Salamanca,Guanajuato,MX,"POLYGON ((-100.97041654999998 20.843315576000066, -101.04002779299998 20.15383915500007, -101.50680264199997 20.14797475200004, -101.29507808199997 20.785619926000038, -100.97041654999998 20.843315576000066))"
Irapuato,Guanajuato,MX,"POLYGON ((-101.53579302299994 20.936765691000062, -101.29507808199997 20.785619926000038, -101.50680264199997 20.14797475200004, -101.68197960899994 20.08990298300006, -102.03524087499994 20.489461050000045, -102.11146892399995 20.69683875000004, -101.53579302299994 20.936765691000062))"
Ciudad Hidalgo,Michoacán,MX,"POLYGON ((-100.48950161799996 20.157898481000075, -100.42669233599997 20.145336283000063, -100.00477778599998 19.801802655000074, -100.32272371999994 18.983273997000026, -100.93898296899994 19.019545209000057, -100.84923586399998 20.060559526000077, -100.48950161799996 20.157898481000075))"
Morelia,Michoacán,MX,"POLYGON ((-101.04002779299998 20.15383915500007, -100.84923586399998 20.060559526000077, -100.93898296899994 19.019545209000057, -101.37275791799999 18.853930844000047, -101.73262659199997 19.866280577000055, -101.68197960899994 20.08990298300006, -101.50680264199997 20.14797475200004, -101.04002779299998 20.15383915500007))"
Chilpancingo,Guerrero,MX,"POLYGON ((-98.82822894299994 17.993707432000065, -98.62562421899997 17.541728797000076, -99.58626662799998 17.127644958000076, -99.95422893199998 17.34630891000006, -100.13956787399997 17.838822006000044, -100.07657099899996 17.932857788000035, -98.82822894299994 17.993707432000065))"
Acapulco,Guerrero,MX,"POLYGON ((-99.95422893199998 17.34630891000006, -99.58626662799998 17.127644958000076, -99.40743129999998 14.65733293900007, -99.56588686099997 13.26245661300004, -102.66159163099996 4.357586394000066, -108.35494641399998 1.5084563150000463, -106.96369012299999 4.318368289000034, -100.77055721399995 16.147368176000043, -99.95422893199998 17.34630891000006))"
Ometepec,Guerrero,MX,"POLYGON ((-98.61622184799995 17.530164632000037, -98.39384328399996 17.40621092500004, -97.63248697099999 16.45184972100003, -99.56588686099997 13.26245661300004, -99.40743129999998 14.65733293900007, -98.61622184799995 17.530164632000037))"
Tlaxiaco,Oaxaca,MX,"POLYGON ((-97.08267678799996 17.673237655000037, -97.27339309899997 16.64701851700005, -97.32793055599996 16.58438495400003, -97.63248697099999 16.45184972100003, -98.39384328399996 17.40621092500004, -97.08267678799996 17.673237655000037))"
Cuernavaca,Morelos,MX,"POLYGON ((-99.36578701199994 19.219472790000054, -99.16063932099996 19.17657651600007, -98.84155640799997 19.039513525000075, -98.85977324399994 18.356940314000042, -99.28447590999997 18.58811842600005, -99.62037017099999 18.951999751000074, -99.36578701199994 19.219472790000054))"
Ayutla,Guerrero,MX,"POLYGON ((-98.62562421899997 17.541728797000076, -98.62083964499999 17.53742128300007, -98.61622184799995 17.530164632000037, -99.40743129999998 14.65733293900007, -99.58626662799998 17.127644958000076, -98.62562421899997 17.541728797000076))"
Miahuatlán,Oaxaca,MX,"POLYGON ((-96.71992268299994 16.69844979000004, -95.91499587099997 16.424200738000025, -95.91499587099997 16.164637234000054, -96.72601366599997 15.988775752000038, -97.32793055599996 16.58438495400003, -97.27339309899997 16.64701851700005, -96.71992268299994 16.69844979000004))"
Oaxaca,Oaxaca,MX,"POLYGON ((-96.28338292999996 18.07114186000007, -96.03069572899994 17.821682234000036, -96.71992268299994 16.69844979000004, -97.27339309899997 16.64701851700005, -97.08267678799996 17.673237655000037, -97.02059412399996 17.768794213000035, -96.49320064099999 18.04259404900006, -96.28338292999996 18.07114186000007))"
Puerto Escondido,Oaxaca,MX,"POLYGON ((-97.32793055599996 16.58438495400003, -96.72601366599997 15.988775752000038, -98.95083573099998 5.694326684000032, -102.66159163099996 4.357586394000066, -99.56588686099997 13.26245661300004, -97.63248697099999 16.45184972100003, -97.32793055599996 16.58438495400003))"
Huajuapan de León,Oaxaca,MX,"POLYGON ((-97.66019811099994 18.178549798000063, -97.02059412399996 17.768794213000035, -97.08267678799996 17.673237655000037, -98.39384328399996 17.40621092500004, -98.61622184799995 17.530164632000037, -98.62083964499999 17.53742128300007, -97.66019811099994 18.178549798000063))"
Tehuantepec,Oaxaca,MX,"POLYGON ((-95.52047298599996 17.21050290900007, -95.07469014899999 16.27435895800005, -95.89502064499999 16.123327611000036, -95.91499587099997 16.164637234000054, -95.91499587099997 16.424200738000025, -95.52047298599996 17.21050290900007))"
Santiago Tuxtla,Veracruz,MX,"POLYGON ((-94.18801465599995 20.69962808300005, -94.21457414399998 19.918215360000033, -94.80603918899999 18.431059584000025, -95.64316017299996 17.547246105000056, -96.03069572899994 17.821682234000036, -96.28338292999996 18.07114186000007, -96.25002046899999 18.191247489000034, -94.18801465599995 20.69962808300005))"
Puebla,Puebla,MX,"POLYGON ((-97.61191624399999 19.25191891700007, -97.60916401899999 19.248918134000064, -97.67226813699995 18.911191221000024, -97.84547307399998 18.674305144000073, -98.11600349999998 18.626550936000058, -98.43624932999995 19.16042275500007, -97.61191624399999 19.25191891700007))"
Acatlan,Puebla,MX,"POLYGON ((-97.84547307399998 18.674305144000073, -97.66019811099994 18.178549798000063, -98.62083964499999 17.53742128300007, -98.62562421899997 17.541728797000076, -98.82822894299994 17.993707432000065, -98.80065134499995 18.235356085000035, -98.11600349999998 18.626550936000058, -97.84547307399998 18.674305144000073))"
Toluca,México,MX,"POLYGON ((-99.67675359799995 19.904945114000043, -99.45435462999995 19.645483642000045, -99.36578701199994 19.219472790000054, -99.62037017099999 18.951999751000074, -100.24790414599994 18.910674759000074, -100.32272371999994 18.983273997000026, -100.00477778599998 19.801802655000074, -99.67675359799995 19.904945114000043))"
Mexico City,Distrito Federal,MX,"POLYGON ((-99.45435462999995 19.645483642000045, -99.01809090199998 19.620577918000038, -99.16063932099996 19.17657651600007, -99.36578701199994 19.219472790000054, -99.45435462999995 19.645483642000045))"
Nezahualcoyotl,México,MX,"POLYGON ((-98.64095474199996 19.695927269000038, -98.59480826299995 19.677724263000073, -98.64095351299994 19.26764875500004, -98.84155640799997 19.039513525000075, -99.16063932099996 19.17657651600007, -99.01809090199998 19.620577918000038, -98.64095474199996 19.695927269000038))"
Atlixco,Puebla,MX,"POLYGON ((-98.64095351299994 19.26764875500004, -98.43624932999995 19.16042275500007, -98.11600349999998 18.626550936000058, -98.80065134499995 18.235356085000035, -98.85977324399994 18.356940314000042, -98.84155640799997 19.039513525000075, -98.64095351299994 19.26764875500004))"
Iguala,Guerrero,MX,"POLYGON ((-99.28447590999997 18.58811842600005, -98.85977324399994 18.356940314000042, -98.80065134499995 18.235356085000035, -98.82822894299994 17.993707432000065, -100.07657099899996 17.932857788000035, -100.09146203099999 18.266052399000046, -99.28447590999997 18.58811842600005))"
Tlaxcala,Tlaxcala,MX,"POLYGON ((-98.04333922099994 20.001964067000074, -97.61191624399999 19.25191891700007, -98.43624932999995 19.16042275500007, -98.64095351299994 19.26764875500004, -98.59480826299995 19.677724263000073, -98.04333922099994 20.001964067000074))"
Xalapa,Veracruz,MX,"POLYGON ((-96.99093946899995 19.90099626800003, -96.34560892099995 19.772576145000073, -96.59959810899994 19.225181803000055, -97.13889078699998 19.225181803000055, -97.38655622299996 19.301676128000054, -96.99093946899995 19.90099626800003))"
Querétaro,Querétaro,MX,"POLYGON ((-100.57940074099997 21.40289421400007, -99.76418624599995 21.15206895600005, -100.42669233599997 20.145336283000063, -100.48950161799996 20.157898481000075, -100.71272176699995 21.095538469000076, -100.57940074099997 21.40289421400007))"
Tehuacan,Puebla,MX,"POLYGON ((-97.67226813699995 18.911191221000024, -96.86441673699994 18.405892391000066, -96.49320064099999 18.04259404900006, -97.02059412399996 17.768794213000035, -97.66019811099994 18.178549798000063, -97.84547307399998 18.674305144000073, -97.67226813699995 18.911191221000024))"
