FROM_NODE,TO_NODE,SOURCE,ASOF_DATE
level_3_communications_pop_montgomery__al,level_3_communications_pop_jackson__ms,Internet Atlas,2013-08-16
level_3_communications_pop_montreal__canada,level_3_communications_pop_albany__ny,Internet Atlas,2013-08-16
level_3_communications_pop_montreal__canada,level_3_communications_pop_toronto__canada,Internet Atlas,2013-08-16
level_3_communications_pop_moscow__russia,level_3_communications_pop_budapest__hungary,Internet Atlas,2013-08-16
level_3_communications_pop_moscow__russia,level_3_communications_pop_helsinki__finland,Internet Atlas,2013-08-16
level_3_communications_pop_munich__germany,level_3_communications_pop_kehl__germany,Internet Atlas,2013-08-16
level_3_communications_pop_munich__germany,level_3_communications_pop_nuremberg__germany*,Internet Atlas,2013-08-16
level_3_communications_pop_munich__germany,level_3_communications_pop_stuttgart__germany,Internet Atlas,2013-08-16
level_3_communications_pop_nairobi__kenya,level_3_communications_pop_johannesburg__south_africa*,Internet Atlas,2013-08-16
level_3_communications_pop_nashville__tn,level_3_communications_pop_manchester__tn,Internet Atlas,2013-08-16
level_3_communications_pop_nashville__tn,level_3_communications_pop_memphis__tn,Internet Atlas,2013-08-16
level_3_communications_pop_nassau__the_bahamas,level_3_communications_pop_pompano_beach__fl,Internet Atlas,2013-08-16
level_3_communications_pop_nassau__the_bahamas,level_3_communications_pop_santo_domingo__peru*,Internet Atlas,2013-08-16
level_3_communications_pop_neiva__colombia,level_3_communications_pop_ibague__colombia,Internet Atlas,2013-08-16
level_3_communications_pop_neuquen__argentina,level_3_communications_pop_bahia_blanca__argentina,Internet Atlas,2013-08-16
level_3_communications_pop_neuquen__argentina,level_3_communications_pop_bariloche__argentina*,Internet Atlas,2013-08-16
level_3_communications_pop_new_haven__ct,level_3_communications_pop_bridgeport__ct,Internet Atlas,2013-08-16
level_3_communications_pop_new_london__ct,level_3_communications_pop_new_haven__ct,Internet Atlas,2013-08-16
level_3_communications_pop_new_orleans__la,level_3_communications_pop_mobile__al,Internet Atlas,2013-08-16
level_3_communications_pop_new_york__ny,level_3_communications_pop_norwalk__ct,Internet Atlas,2013-08-16
level_3_communications_pop_new_york__ny,level_3_communications_pop_white_plains__ny,Internet Atlas,2013-08-16
level_3_communications_pop_newark__nj,level_3_communications_pop_new_york__ny,Internet Atlas,2013-08-16
level_3_communications_pop_newark__nj,level_3_communications_pop_whitesands__uk,Internet Atlas,2013-08-16
level_3_communications_pop_newcastle__uk,level_3_communications_pop_york__uk,Internet Atlas,2013-08-16
level_3_communications_pop_norfolk__va,level_3_communications_pop_richmond__va,Internet Atlas,2013-08-16
level_3_communications_pop_norwalk__ct,level_3_communications_pop_stamford__ct,Internet Atlas,2013-08-16
level_3_communications_pop_norwich__uk,level_3_communications_pop_cambridge__uk*,Internet Atlas,2013-08-16
level_3_communications_pop_nuremberg__germany,level_3_communications_pop_frankfurt__germany,Internet Atlas,2013-08-16
level_3_communications_pop_nuremberg__germany,level_3_communications_pop_leipzing__germany,Internet Atlas,2013-08-16
level_3_communications_pop_oakland__ca,level_3_communications_pop_arden_arcade__ca,Internet Atlas,2013-08-16
level_3_communications_pop_oakland__ca,level_3_communications_pop_manchester__ca,Internet Atlas,2013-08-16
level_3_communications_pop_oakland__ca,level_3_communications_pop_modesto__ca,Internet Atlas,2013-08-16
level_3_communications_pop_oakland__ca,level_3_communications_pop_san_francisco__ca,Internet Atlas,2013-08-16
level_3_communications_pop_ocala__fl,level_3_communications_pop_clearwater__fl,Internet Atlas,2013-08-16
level_3_communications_pop_ocala__fl,level_3_communications_pop_lakeland__fl,Internet Atlas,2013-08-16
level_3_communications_pop_ocala__fl,level_3_communications_pop_orlando__fl,Internet Atlas,2013-08-16
level_3_communications_pop_ocala__fl,level_3_communications_pop_saint_petersburg__fl,Internet Atlas,2013-08-16
level_3_communications_pop_ocala__fl,level_3_communications_pop_tampa__fl,Internet Atlas,2013-08-16
level_3_communications_pop_ocala__fl,level_3_communications_pop_winter_haven__fl,Internet Atlas,2013-08-16
level_3_communications_pop_ogaden__ut,level_3_communications_pop_cheyenne__wy,Internet Atlas,2013-08-16
level_3_communications_pop_ogaden__ut,level_3_communications_pop_salt_lake_city__ut,Internet Atlas,2013-08-16
level_3_communications_pop_oklahoma_city__ok,level_3_communications_pop_kansas_city__ks,Internet Atlas,2013-08-16
level_3_communications_pop_oklahoma_city__ok,level_3_communications_pop_tulsa__ok,Internet Atlas,2013-08-16
level_3_communications_pop_omaha__ne,level_3_communications_pop_council_bluffs__ia,Internet Atlas,2013-08-16
level_3_communications_pop_omaha__ne,level_3_communications_pop_kansas_city__ks,Internet Atlas,2013-08-16
level_3_communications_pop_orange_county__ca,level_3_communications_pop_carlsbad__ca,Internet Atlas,2013-08-16
level_3_communications_pop_orlando__fl,level_3_communications_pop_lakeland__fl,Internet Atlas,2013-08-16
level_3_communications_pop_orlando__fl,level_3_communications_pop_titusville__fl,Internet Atlas,2013-08-16
level_3_communications_pop_orlando__fl,level_3_communications_pop_winter_haven__fl,Internet Atlas,2013-08-16
level_3_communications_pop_oslo__norway,level_3_communications_pop_gothenburg__sweden,Internet Atlas,2013-08-16
level_3_communications_pop_owatonna__mn,level_3_communications_pop_minneapolis__mn,Internet Atlas,2013-08-16
level_3_communications_pop_oxford__uk,level_3_communications_pop_bude__uk*,Internet Atlas,2013-08-16
level_3_communications_pop_palo_alto__ca,level_3_communications_pop_san_jose__ca,Internet Atlas,2013-08-16
level_3_communications_pop_parana__argentina,level_3_communications_pop_corrientes__argentina,Internet Atlas,2013-08-16
level_3_communications_pop_parana__argentina,level_3_communications_pop_paso_de_los_libres__argentina,Internet Atlas,2013-08-16
level_3_communications_pop_parana__argentina,level_3_communications_pop_rosario__brazil*,Internet Atlas,2013-08-16
level_3_communications_pop_paris__france,level_3_communications_pop_bellport__ny,Internet Atlas,2013-08-16
level_3_communications_pop_paris__france,level_3_communications_pop_bordeaux__france,Internet Atlas,2013-08-16
level_3_communications_pop_paris__france,level_3_communications_pop_folkestone__uk,Internet Atlas,2013-08-16
level_3_communications_pop_paris__france,level_3_communications_pop_lille__france*,Internet Atlas,2013-08-16
level_3_communications_pop_paris__france,level_3_communications_pop_lyon__france,Internet Atlas,2013-08-16
level_3_communications_pop_paris__france,level_3_communications_pop_newark__nj,Internet Atlas,2013-08-16
level_3_communications_pop_paris__france,level_3_communications_pop_strasbourg__france,Internet Atlas,2013-08-16
level_3_communications_pop_paso_de_los_libres__argentina,level_3_communications_pop_uruguaiana__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_pasto__colombia,level_3_communications_pop_quito__ecuador,Internet Atlas,2013-08-16
level_3_communications_pop_pensacola__fl,level_3_communications_pop_ferry_pass__fl,Internet Atlas,2013-08-16
level_3_communications_pop_pereira__colombia,level_3_communications_pop_manizales__colombia,Internet Atlas,2013-08-16
level_3_communications_pop_peterborough__uk,level_3_communications_pop_cambridge__uk*,Internet Atlas,2013-08-16
level_3_communications_pop_peterborough__uk,level_3_communications_pop_norwich__uk*,Internet Atlas,2013-08-16
level_3_communications_pop_peterborough__uk,level_3_communications_pop_nottingham__uk*,Internet Atlas,2013-08-16
level_3_communications_pop_philadelphia__pa,level_3_communications_pop_allentown__pa,Internet Atlas,2013-08-16
level_3_communications_pop_philadelphia__pa,level_3_communications_pop_trenton__nj,Internet Atlas,2013-08-16
level_3_communications_pop_philadelphia__pa,level_3_communications_pop_york__pa,Internet Atlas,2013-08-16
level_3_communications_pop_phoenix__az,level_3_communications_pop_tucson__az,Internet Atlas,2013-08-16
level_3_communications_pop_pilar__argentina,level_3_communications_pop_rosario__brazil*,Internet Atlas,2013-08-16
level_3_communications_pop_pittsburgh__pa,level_3_communications_pop_altoona__pa,Internet Atlas,2013-08-16
level_3_communications_pop_pittsburgh__pa,level_3_communications_pop_indiana__pa,Internet Atlas,2013-08-16
level_3_communications_pop_piura__peru,level_3_communications_pop_loja__ecuador*,Internet Atlas,2013-08-16
level_3_communications_pop_plymouth__uk,level_3_communications_pop_truro__uk,Internet Atlas,2013-08-16
level_3_communications_pop_pompano_beach__fl,level_3_communications_pop_deerfield_beach__fl,Internet Atlas,2013-08-16
level_3_communications_pop_popayan__colombia,level_3_communications_pop_pasto__colombia,Internet Atlas,2013-08-16
level_3_communications_pop_portland__or,level_3_communications_pop_boise__id,Internet Atlas,2013-08-16
level_3_communications_pop_portland__or,level_3_communications_pop_hillsboro__or,Internet Atlas,2013-08-16
level_3_communications_pop_portland__or,level_3_communications_pop_salem__or,Internet Atlas,2013-08-16
level_3_communications_pop_posadas__argentina,level_3_communications_pop_uruguaiana__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_poughkeepsie__ny,level_3_communications_pop_albany__ny,Internet Atlas,2013-08-16
level_3_communications_pop_prague__czech_republic,level_3_communications_pop_nuremberg__germany,Internet Atlas,2013-08-16
level_3_communications_pop_preston__uk,level_3_communications_pop_bradford__uk,Internet Atlas,2013-08-16
level_3_communications_pop_preston__uk,level_3_communications_pop_carlisle__uk,Internet Atlas,2013-08-16
level_3_communications_pop_preston__uk,level_3_communications_pop_dublin__ireland*,Internet Atlas,2013-08-16
level_3_communications_pop_preston__uk,level_3_communications_pop_manchester__uk*,Internet Atlas,2013-08-16
level_3_communications_pop_princeton__nj,level_3_communications_pop_edison__nj,Internet Atlas,2013-08-16
level_3_communications_pop_providence__ri,level_3_communications_pop_framingham_ma,Internet Atlas,2013-08-16
level_3_communications_pop_providence__ri,level_3_communications_pop_hartford__ct,Internet Atlas,2013-08-16
level_3_communications_pop_providence__ri,level_3_communications_pop_new_london__ct,Internet Atlas,2013-08-16
level_3_communications_pop_puerto_la_cruz__venezuela,level_3_communications_pop_puerto_ordaz__venezuela*,Internet Atlas,2013-08-16
level_3_communications_pop_punxsutawney__pa,level_3_communications_pop_coudersport__pa,Internet Atlas,2013-08-16
level_3_communications_pop_quito__ecuador,level_3_communications_pop_cayambe__ecuador,Internet Atlas,2013-08-16
level_3_communications_pop_quito__ecuador,level_3_communications_pop_cuenca__ecuador*,Internet Atlas,2013-08-16
level_3_communications_pop_quito__ecuador,level_3_communications_pop_esmeraldas__ecuador*,Internet Atlas,2013-08-16
level_3_communications_pop_quito__ecuador,level_3_communications_pop_guayaquil__ecuador,Internet Atlas,2013-08-16
level_3_communications_pop_quito__ecuador,level_3_communications_pop_ibarra__ecuador,Internet Atlas,2013-08-16
level_3_communications_pop_quito__ecuador,level_3_communications_pop_manta__ecuador,Internet Atlas,2013-08-16
level_3_communications_pop_raleigh__nc,level_3_communications_pop_durham__nc,Internet Atlas,2013-08-16
level_3_communications_pop_reading__pa,level_3_communications_pop_philadelphia__pa,Internet Atlas,2013-08-16
level_3_communications_pop_reading__uk,level_3_communications_pop_bristol__uk,Internet Atlas,2013-08-16
level_3_communications_pop_recife__brazil,level_3_communications_pop_salvador__brazil*,Internet Atlas,2013-08-16
level_3_communications_pop_redding__ca,level_3_communications_pop_chico__ca,Internet Atlas,2013-08-16
level_3_communications_pop_reno__nv,level_3_communications_pop_salt_lake_city__ut,Internet Atlas,2013-08-16
level_3_communications_pop_richmond__va,level_3_communications_pop_charlottesville__va,Internet Atlas,2013-08-16
level_3_communications_pop_richmond__va,level_3_communications_pop_fredericksburg__va,Internet Atlas,2013-08-16
level_3_communications_pop_richmond__va,level_3_communications_pop_washington__dc,Internet Atlas,2013-08-16
level_3_communications_pop_rio_cuarto__argentina,level_3_communications_pop_buenos_aires__argentina*,Internet Atlas,2013-08-16
level_3_communications_pop_rio_cuarto__argentina,level_3_communications_pop_cordoba__argentina,Internet Atlas,2013-08-16
level_3_communications_pop_rio_de_janeiro__brazil,level_3_communications_pop_belo_horizonte__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_rio_de_janeiro__brazil,level_3_communications_pop_sao_paulo__brazil*,Internet Atlas,2013-08-16
level_3_communications_pop_rio_gallegos__argentina,level_3_communications_pop_rio_grande__argentina*,Internet Atlas,2013-08-16
level_3_communications_pop_riverside__ca,level_3_communications_pop_phoenix__az,Internet Atlas,2013-08-16
level_3_communications_pop_riverside__ca,level_3_communications_pop_san_bernardino__ca,Internet Atlas,2013-08-16
level_3_communications_pop_roanoke__va,level_3_communications_pop_staunton__va,Internet Atlas,2013-08-16
level_3_communications_pop_rochester__ny,level_3_communications_pop_syracuse__ny,Internet Atlas,2013-08-16
level_3_communications_pop_rocky_mount__nc,level_3_communications_pop_chesapeake__va,Internet Atlas,2013-08-16
level_3_communications_pop_roseville__ca,level_3_communications_pop_reno__nv,Internet Atlas,2013-08-16
level_3_communications_pop_rotterdam__netherlands,level_3_communications_pop_antwerp__belgium*,Internet Atlas,2013-08-16
level_3_communications_pop_round_rock__tx,level_3_communications_pop_waco__tx,Internet Atlas,2013-08-16
level_3_communications_pop_salem__or,level_3_communications_pop_eugene__or,Internet Atlas,2013-08-16
level_3_communications_pop_salinas__ca,level_3_communications_pop_grover_beach__ca,Internet Atlas,2013-08-16
level_3_communications_pop_salisbury__uk,level_3_communications_pop_exeter__uk,Internet Atlas,2013-08-16
level_3_communications_pop_salt_lake_city__ut,level_3_communications_pop_grand_junction__co,Internet Atlas,2013-08-16
level_3_communications_pop_salt_lake_city__ut,level_3_communications_pop_greely__co,Internet Atlas,2013-08-16
level_3_communications_pop_san_antonio__tx,level_3_communications_pop_austin__tx,Internet Atlas,2013-08-16
level_3_communications_pop_san_antonio__tx,level_3_communications_pop_laredo__tx,Internet Atlas,2013-08-16
level_3_communications_pop_san_antonio__tx,level_3_communications_pop_sugar_land__tx,Internet Atlas,2013-08-16
level_3_communications_pop_san_bernardino__ca,level_3_communications_pop_bakersfield__ca,Internet Atlas,2013-08-16
level_3_communications_pop_san_bernardino__ca,level_3_communications_pop_las_vegas__nv,Internet Atlas,2013-08-16
level_3_communications_pop_san_diego__ca,level_3_communications_pop_carlsbad__ca,Internet Atlas,2013-08-16
level_3_communications_pop_san_diego__ca,level_3_communications_pop_phoenix__az,Internet Atlas,2013-08-16
level_3_communications_pop_san_diego__ca,level_3_communications_pop_tijuana__mexico,Internet Atlas,2013-08-16
level_3_communications_pop_san_francisco__ca,level_3_communications_pop_sunnyvale__ca,Internet Atlas,2013-08-16
level_3_communications_pop_san_jose__ca,level_3_communications_pop_salinas__ca,Internet Atlas,2013-08-16
level_3_communications_pop_san_jose__guatemala,level_3_communications_pop_colon__panama,Internet Atlas,2013-08-16
level_3_communications_pop_san_luis__argentina,level_3_communications_pop_rio_cuarto__argentina,Internet Atlas,2013-08-16
level_3_communications_pop_san_luis_obispo__ca,level_3_communications_pop_bakersfield__ca,Internet Atlas,2013-08-16
level_3_communications_pop_san_luis_obispo__ca,level_3_communications_pop_santa_barbara__ca,Internet Atlas,2013-08-16
level_3_communications_pop_san_mateo__ca,level_3_communications_pop_palo_alto__ca,Internet Atlas,2013-08-16
level_3_communications_pop_san_rafael__ecuador,level_3_communications_pop_neuquen__argentina,Internet Atlas,2013-08-16
level_3_communications_pop_santa_barbara__ca,level_3_communications_pop_lompoc__ca,Internet Atlas,2013-08-16
level_3_communications_pop_santa_marta__colombia,level_3_communications_pop_barranquilla__colombia,Internet Atlas,2013-08-16
level_3_communications_pop_santa_teresa__nm,level_3_communications_pop_albuquerque__nm,Internet Atlas,2013-08-16
level_3_communications_pop_santa_teresa__nm,level_3_communications_pop_el_paso__tx,Internet Atlas,2013-08-16
level_3_communications_pop_santiago__chile,level_3_communications_pop_mendoza__argentina,Internet Atlas,2013-08-16
level_3_communications_pop_santiago__chile,level_3_communications_pop_san_rafael__ecuador,Internet Atlas,2013-08-16
level_3_communications_pop_santo_domingo__peru,level_3_communications_pop_san_juan__puerto_rico*,Internet Atlas,2013-08-16
level_3_communications_pop_santos__brazil,level_3_communications_pop_curitiba__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_santos__brazil,level_3_communications_pop_rio_de_janeiro__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_santos__brazil,level_3_communications_pop_sao_paulo__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_sao_paulo__brazil,level_3_communications_pop_belo_horizonte__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_sao_paulo__brazil,level_3_communications_pop_campinas__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_sao_paulo__brazil,level_3_communications_pop_mogi_mirim__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_sao_paulo__brazil,level_3_communications_pop_sorocoba__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_sarasota__fl,level_3_communications_pop_fort_myers__fl,Internet Atlas,2013-08-16
level_3_communications_pop_savannah__ga,level_3_communications_pop_augusta__ga,Internet Atlas,2013-08-16
level_3_communications_pop_savannah__ga,level_3_communications_pop_charleston__sc,Internet Atlas,2013-08-16
level_3_communications_pop_schenectady__ny,level_3_communications_pop_troy__ny,Internet Atlas,2013-08-16
level_3_communications_pop_scranton__pa,level_3_communications_pop_allentown__pa,Internet Atlas,2013-08-16
level_3_communications_pop_scranton__pa,level_3_communications_pop_syracuse__ny,Internet Atlas,2013-08-16
level_3_communications_pop_seattle__wa,level_3_communications_pop_bellvue__wa,Internet Atlas,2013-08-16
level_3_communications_pop_seattle__wa,level_3_communications_pop_portland__or,Internet Atlas,2013-08-16
level_3_communications_pop_seattle__wa,level_3_communications_pop_vancouver__wa,Internet Atlas,2013-08-16
level_3_communications_pop_seoul__south_korea,level_3_communications_pop_hong_kong,Internet Atlas,2013-08-16
level_3_communications_pop_shanghai__china,level_3_communications_pop_beijing__china*,Internet Atlas,2013-08-16
level_3_communications_pop_shanghai__china,level_3_communications_pop_hong_kong,Internet Atlas,2013-08-16
level_3_communications_pop_sheffield__uk,level_3_communications_pop_derby__uk,Internet Atlas,2013-08-16
level_3_communications_pop_sheffield__uk,level_3_communications_pop_peterborough__uk,Internet Atlas,2013-08-16
level_3_communications_pop_sheffield__uk,level_3_communications_pop_york__uk*,Internet Atlas,2013-08-16
level_3_communications_pop_shelbyville__tn,level_3_communications_pop_nashville__tn,Internet Atlas,2013-08-16
level_3_communications_pop_singapore__singapore,level_3_communications_pop_bangkok__thailand,Internet Atlas,2013-08-16
level_3_communications_pop_singapore__singapore,level_3_communications_pop_hong_kong,Internet Atlas,2013-08-16
level_3_communications_pop_singapore__singapore,level_3_communications_pop_manila__philippines*,Internet Atlas,2013-08-16
level_3_communications_pop_slough__uk,level_3_communications_pop_london__uk*,Internet Atlas,2013-08-16
level_3_communications_pop_slough__uk,level_3_communications_pop_reading__uk,Internet Atlas,2013-08-16
level_3_communications_pop_sofia__bulgaria,level_3_communications_pop_zagreb__croatia,Internet Atlas,2013-08-16
level_3_communications_pop_sorocoba__brazil,level_3_communications_pop_campinas__brazil*,Internet Atlas,2013-08-16
level_3_communications_pop_southfield__mi,level_3_communications_pop_detroit__mi,Internet Atlas,2013-08-16
level_3_communications_pop_spartanburg__sc,level_3_communications_pop_greenville__sc,Internet Atlas,2013-08-16
level_3_communications_pop_spokane__wa,level_3_communications_pop_helena__mt,Internet Atlas,2013-08-16
level_3_communications_pop_springfield__il,level_3_communications_pop_chicago__il,Internet Atlas,2013-08-16
level_3_communications_pop_springfield__il,level_3_communications_pop_indianapolis__in,Internet Atlas,2013-08-16
level_3_communications_pop_springfield__ma,level_3_communications_pop_worcester__ma,Internet Atlas,2013-08-16
level_3_communications_pop_st_croix__us_virgin_islands,level_3_communications_pop_balboa__costa_rica*,Internet Atlas,2013-08-16
level_3_communications_pop_st_croix__us_virgin_islands,level_3_communications_pop_caracas__venezuela,Internet Atlas,2013-08-16
level_3_communications_pop_st_croix__us_virgin_islands,level_3_communications_pop_fortaleza__brazil,Internet Atlas,2013-08-16
level_3_communications_pop_st_croix__us_virgin_islands,level_3_communications_pop_miami__fl*,Internet Atlas,2013-08-16
level_3_communications_pop_st_croix__us_virgin_islands,level_3_communications_pop_pompano_beach__fl*,Internet Atlas,2013-08-16
level_3_communications_pop_st_croix__us_virgin_islands,level_3_communications_pop_port_of_spain__trinidad_and_tobago*,Internet Atlas,2013-08-16
level_3_communications_pop_st_louis__mo,level_3_communications_pop_indianapolis__in,Internet Atlas,2013-08-16
level_3_communications_pop_st_louis__mo,level_3_communications_pop_springfield__il,Internet Atlas,2013-08-16
level_3_communications_pop_stamford__ct,level_3_communications_pop_norwalk__ct,Internet Atlas,2013-08-16
level_3_communications_pop_state_college__pa,level_3_communications_pop_williamsport__pa,Internet Atlas,2013-08-16
level_3_communications_pop_staunton__va,level_3_communications_pop_charlottesville__va,Internet Atlas,2013-08-16
level_3_communications_pop_staunton__va,level_3_communications_pop_harrisonburg__va,Internet Atlas,2013-08-16
level_3_communications_pop_stockholm__sweden,level_3_communications_pop_malmo__sweden,Internet Atlas,2013-08-16
level_3_communications_pop_stockholm__sweden,level_3_communications_pop_oslo__norway,Internet Atlas,2013-08-16
level_3_communications_pop_stockholm__sweden,level_3_communications_pop_tallinn__estonia*,Internet Atlas,2013-08-16
level_3_communications_pop_stoke_on_trent__uk,level_3_communications_pop_cardiff__uk,Internet Atlas,2013-08-16
level_3_communications_pop_strasbourg__france,level_3_communications_pop_basel__switzerland,Internet Atlas,2013-08-16
level_3_communications_pop_stuttgart__germany,level_3_communications_pop_ludwigshafen__germany*,Internet Atlas,2013-08-16
level_3_communications_pop_sugar_land__tx,level_3_communications_pop_houston__tx,Internet Atlas,2013-08-16
level_3_communications_pop_sunnyvale__ca,level_3_communications_pop_san_mateo__ca,Internet Atlas,2013-08-16
level_3_communications_pop_sydney__australia,level_3_communications_pop_honolulu__hi,Internet Atlas,2013-08-16
level_3_communications_pop_sydney__australia,level_3_communications_pop_jakarta__indonesia,Internet Atlas,2013-08-16
level_3_communications_pop_sydney__australia,level_3_communications_pop_tokyo__japan,Internet Atlas,2013-08-16
level_3_communications_pop_sylt__germany,level_3_communications_pop_beverwijk__netherlands,Internet Atlas,2013-08-16
level_3_communications_pop_sylt__germany,level_3_communications_pop_brookhaven__ny,Internet Atlas,2013-08-16
level_3_communications_pop_sylt__germany,level_3_communications_pop_keflavik__iceland,Internet Atlas,2013-08-16
level_3_communications_pop_syracuse__ny,level_3_communications_pop_utica__ny,Internet Atlas,2013-08-16
level_3_communications_pop_taipei__taiwan,level_3_communications_pop_hong_kong,Internet Atlas,2013-08-16
level_3_communications_pop_tallahassee__fl,level_3_communications_pop_clearwater__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tallahassee__fl,level_3_communications_pop_gainesville__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tallahassee__fl,level_3_communications_pop_jacksonville__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tallahassee__fl,level_3_communications_pop_lakeland__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tallahassee__fl,level_3_communications_pop_ocala__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tallahassee__fl,level_3_communications_pop_orlando__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tallahassee__fl,level_3_communications_pop_saint_petersburg__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tallahassee__fl,level_3_communications_pop_tampa__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tampa__fl,level_3_communications_pop_clearwater__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tampa__fl,level_3_communications_pop_fort_myers__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tampa__fl,level_3_communications_pop_sarasota__fl,Internet Atlas,2013-08-16
level_3_communications_pop_tijuana__mexico,level_3_communications_pop_balboa__costa_rica,Internet Atlas,2013-08-16
level_3_communications_pop_tijuana__mexico,level_3_communications_pop_esterillos__costa_rica,Internet Atlas,2013-08-16
level_3_communications_pop_tijuana__mexico,level_3_communications_pop_grover_beach__ca,Internet Atlas,2013-08-16
level_3_communications_pop_tijuana__mexico,level_3_communications_pop_mazatlan__mexico,Internet Atlas,2013-08-16
level_3_communications_pop_tokyo__japan,level_3_communications_pop_harbour_pointe__wa,Internet Atlas,2013-08-16
level_3_communications_pop_tokyo__japan,level_3_communications_pop_hong_kong,Internet Atlas,2013-08-16
level_3_communications_pop_tokyo__japan,level_3_communications_pop_manchester__ca,Internet Atlas,2013-08-16
level_3_communications_pop_tokyo__japan,level_3_communications_pop_seoul__south_korea,Internet Atlas,2013-08-16
level_3_communications_pop_tokyo__japan,level_3_communications_pop_shanghai__china,Internet Atlas,2013-08-16
level_3_communications_pop_tokyo__japan,level_3_communications_pop_singapore__singapore*,Internet Atlas,2013-08-16
level_3_communications_pop_tokyo__japan,level_3_communications_pop_taipei__taiwan,Internet Atlas,2013-08-16
level_3_communications_pop_toledo__oh,level_3_communications_pop_elyria__oh,Internet Atlas,2013-08-16
level_3_communications_pop_topeka__ks,level_3_communications_pop_kansas_city__ks,Internet Atlas,2013-08-16
level_3_communications_pop_topeka__ks,level_3_communications_pop_lincoln__ne,Internet Atlas,2013-08-16
level_3_communications_pop_toronto__canada,level_3_communications_pop_niagara_falls__ny,Internet Atlas,2013-08-16
level_3_communications_pop_toulouse__france,level_3_communications_pop_barcelona__spain,Internet Atlas,2013-08-16
level_3_communications_pop_toulouse__france,level_3_communications_pop_marseille__france*,Internet Atlas,2013-08-16
level_3_communications_pop_trenton__nj,level_3_communications_pop_princeton__nj,Internet Atlas,2013-08-16
level_3_communications_pop_tri_cities__tn,level_3_communications_pop_johnson_city__tn,Internet Atlas,2013-08-16
level_3_communications_pop_troy__mi,level_3_communications_pop_southfield__mi,Internet Atlas,2013-08-16
level_3_communications_pop_troy__ny,level_3_communications_pop_albany__ny,Internet Atlas,2013-08-16
level_3_communications_pop_trujillo__peru,level_3_communications_pop_chiclayo__peru,Internet Atlas,2013-08-16
level_3_communications_pop_truro__uk,level_3_communications_pop_whitesands__uk,Internet Atlas,2013-08-16
level_3_communications_pop_tucman__argentina,level_3_communications_pop_salta__argentina*,Internet Atlas,2013-08-16
level_3_communications_pop_tucson__az,level_3_communications_pop_santa_teresa__nm,Internet Atlas,2013-08-16
level_3_communications_pop_tulsa__ok,level_3_communications_pop_kansas_city__ks,Internet Atlas,2013-08-16
level_3_communications_pop_tulsa__ok,level_3_communications_pop_st_louis__mo,Internet Atlas,2013-08-16
level_3_communications_pop_turin__italy,level_3_communications_pop_milan__italy,Internet Atlas,2013-08-16
level_3_communications_pop_uruguaiana__brazil,level_3_communications_pop_porto_alegre__brazil*,Internet Atlas,2013-08-16
level_3_communications_pop_utica__ny,level_3_communications_pop_schenectady__ny,Internet Atlas,2013-08-16
level_3_communications_pop_valencia__venezuela,level_3_communications_pop_barquisimeto__venezuela*,Internet Atlas,2013-08-16
level_3_communications_pop_valledupar_cesar__colombia,level_3_communications_pop_santa_marta__colombia,Internet Atlas,2013-08-16
level_3_communications_pop_valparaiso__chile,level_3_communications_pop_santiago__chile,Internet Atlas,2013-08-16
level_3_communications_pop_vancouver__wa,level_3_communications_pop_portland__or,Internet Atlas,2013-08-16
level_3_communications_pop_veinna__austria,level_3_communications_pop_ljubljana__slovenia,Internet Atlas,2013-08-16
level_3_communications_pop_veinna__austria,level_3_communications_pop_munich__germany,Internet Atlas,2013-08-16
level_3_communications_pop_waco__tx,level_3_communications_pop_round_rock__tx,Internet Atlas,2013-08-16
level_3_communications_pop_warsaw__poland,level_3_communications_pop_poznan__poland*,Internet Atlas,2013-08-16
level_3_communications_pop_washington__dc,level_3_communications_pop_ashburn__va,Internet Atlas,2013-08-16
level_3_communications_pop_washington__dc,level_3_communications_pop_baltimore__md,Internet Atlas,2013-08-16
level_3_communications_pop_washington__dc,level_3_communications_pop_fredericksburg__va,Internet Atlas,2013-08-16
level_3_communications_pop_west_palm_beach__fl,level_3_communications_pop_melbourne__fl,Internet Atlas,2013-08-16
level_3_communications_pop_wexford__ireland,level_3_communications_pop_bude__uk,Internet Atlas,2013-08-16
