CITY_NAME,STATE_PROVINCE,COUNTRY_CODE,CITY_LATITUDE,CITY_LONGITUDE
Apia,,WS,-13.8415450424,-171.738641609
Neiafu,,TO,-18.6495735486,-173.983292686
Nukualofa,,TO,-21.1385123567,-175.220564478
Avarua,,CK,-21.2500349744,-159.750001263
Papeete,,PF,-17.5333626111,-149.566669354
Alofi,Niue aggregation,NZ,-19.0659876723,-169.913625428
Pago Pago,,AS,-14.2766104952,-170.706645144
Waitangi,Chatham Is. aggregation,NZ,-44.0262533597,-176.369578721
Santa Cruz,Gal,EC,-0.53331500357,-90.3499996356
Jinotepe,Carazo,NI,11.845998134,-86.1949974822
León,León,NI,12.4355574737,-86.8794362811
Chinandega,Chinandega,NI,12.6303776234,-87.1300411395
Puerto Villamil,Gal,EC,-0.93334226594,-91.0166514503
Choluteca,Choluteca,HN,13.3006726267,-87.1908126238
San Miguel,San Miguel,SV,13.4833488148,-88.1833360206
Retalhuleu,Retalhuleu,GT,14.5370970406,-91.6770145424
San Vicente,San Vicente,SV,13.641003026,-88.7849996083
Somoto,Madriz,NI,13.4759971182,-86.5829965925
Yuscarán,El Paraíso,HN,13.9439969867,-86.850998537
San Jose,Escuintla,GT,13.9397295833,-90.820032034
Atafu,Tokelau aggregation,NZ,-8.54861815564,-172.497665428
Escuintla,Escuintla,GT,14.3004048858,-90.7799992287
Antigua Guatemala,Sacatepéquez,GT,14.5666980957,-90.7333016119
Chimaltenango,Chimaltenango,GT,14.6619991421,-90.819998501
Sololá,Sololá,GT,14.7729959827,-91.1829955126
Cuilapa,Santa Rosa,GT,14.2790040922,-90.2979985012
Ahuachapán,Ahuachapán,SV,13.9190039897,-89.8450015467
Sonsonate,Sonsonate,SV,13.7199751983,-89.7299858009
Nueva San Salvador,La Libertad,SV,13.6739969925,-89.2899984788
Usulután,Usulután,SV,13.3460010987,-88.4320016158
San Salvador,San Salvador,SV,13.7100016469,-89.2030412208
Sensuntepeque,Cabañas,SV,13.8800429473,-88.6300012632
Gracias,Lempira,HN,14.583303057,-88.5833005122
Chiquimula,Chiquimula,GT,14.7969990565,-89.5439965341
Santa Ana,Santa Ana,SV,13.9946095977,-89.559763633
Jutiapa,Jutiapa,GT,14.2899920847,-89.9000012632
Nueva Ocotepeque,Ocotepeque,HN,14.4369991194,-89.1819985474
Zacatecoluca,La Paz,SV,13.5080009959,-88.8679976066
Cojutepeque,Cuscatlán,SV,13.7167020366,-88.9333015956
La Paz,La Paz,HN,14.3199990281,-87.6840025685
Chalatenango,Chalatenango,SV,14.0720040581,-89.0939964887
Nacaome,Valle,HN,13.529986795,-87.4899674904
La Unión,La Unión,SV,13.331997044,-87.8390005211
San Francisco Gotera,Morazán,SV,13.699998116,-88.100000521
Comayagua,Comayagua,HN,14.4603951202,-87.649983563
Pacasmayo,La Libertad,PE,-7.40064776727,-79.5706059181
Chiclayo,Lambayeque,PE,-6.76290891635,-79.8365845151
Motupe,Lambayeque,PE,-6.15002642937,-79.7100030942
Paita,Piura,PE,-5.08998777377,-81.1200203875
Pimentel,Lambayeque,PE,-6.82962319044,-79.9299896664
Sechura,Piura,PE,-5.55962319044,-80.8199870216
Piura,Piura,PE,-5.21003212598,-80.6299727801
Piñas,El Oro,EC,-3.67002276725,-79.6499809181
Babahoyo,Los Rios,EC,-1.79959430045,-79.5400134702
Talara,Piura,PE,-4.57999306348,-81.2799847836
Chulucanas,Piura,PE,-5.08957436231,-80.1700008562
Tumbes,Tumbes,PE,-3.57002887077,-80.459983156
Sullana,Piura,PE,-4.88958656934,-80.6799955665
Jaén,Cajamarca,PE,-5.70958819695,-78.8099805112
Esmeraldas,Esmeraldas,EC,0.9304199411,-79.6699796974
Portoviejo,Manabi,EC,-1.06000120149,-80.459983156
Machala,El Oro,EC,-3.26002195345,-79.9599878354
Jipijapa,Manabi,EC,-1.34959592805,-80.58000167
Chone,Manabi,EC,-0.68958453482,-80.090005739
Penonome,Coclé,PA,8.50998313286,-80.3599892595
Manta,Manabi,EC,-0.9800060843,-80.7299666765
Chitré,Herrera,PA,7.97001609185,-80.4200372739
Puerto Armuelles,Chiriquí,PA,8.28002300916,-82.8700169288
Milagro,Guayas,EC,-2.17962278352,-79.5999839698
Balboa,Panama,PA,8.94998211561,-79.566652671
La Cruz,Guanacaste,CR,11.0704211618,-85.6300035011
Salinas,Guayas,EC,-2.20003497428,-80.9800030942
Rivas,Nicaragua,NI,11.4403727406,-85.8199919044
San Juan del Sur,Nicaragua,NI,11.2499967641,-85.8600411395
Liberia,Guanacaste,CR,10.633755309,-85.4333229998
San Carlos,Nicaragua,NI,11.1999960984,-84.8332974857
Masaya,Masaya,NI,11.9690009795,-86.0949985202
Granada‎,Granada,NI,11.9337276397,-85.9499839699
Bluefields,Atlántico Sur,NI,11.9999768259,-83.7649493833
Jinotega,Jinotega,NI,13.0910040186,-86.0000036185
Managua,Managua,NI,12.1530165801,-86.2684916603
Matagalpa,Matagalpa,NI,12.9170784698,-85.916652671
Estelí,Estelí,NI,13.0899878122,-86.3599847837
Ocotal,Nueva Segovia,NI,13.6299960459,-86.4729986113
Puerto Baquerizo Moreno,Galápagos,EC,-0.90001096711,-89.5999678973
Quesada,Alajuela,CR,10.3304921661,-84.4399727801
San José,San José,CR,9.93501242974,-84.0840513527
Heredia,Heredia,CR,9.99199798645,-84.120002513
San Juan de Nicaragua,Nicaragua,NI,10.9204044789,-83.6999921079
Puntarenas,Puntarenas,CR,9.97016409789,-84.8335895369
Alajuela,Alajuela,CR,10.0200201609,-84.2300372739
Cañas,Guanacaste,CR,10.4299951365,-85.1000100115
Boaco,Boaco,NI,12.4699739776,-85.6600016701
Golfito,Puntarenas,CR,8.65002626437,-83.1499740008
Ciudad Cortés,Puntarenas,CR,8.9603690785,-83.5300024838
Bocas del Toro,Bocas del Toro,PA,9.33535008368,-82.247470699
Santiago,Veraguas,PA,8.1003698923,-80.9833362241
David,Chiriquí,PA,8.43332114556,-82.4333252377
Almirante,Bocas del Toro,PA,9.30001242974,-82.3999681007
Cartago,Cartago,CR,9.8699776397,-83.9299780698
Puerto Limon,Limón,CR,10.0000213816,-83.0333402931
Sixaola,Limón,CR,9.52038657525,-82.6199805112
Juigalpa,Chontales,NI,12.1099959503,-85.3799670835
El Porvenir,Kuna Yala,PA,9.54168635466,-78.9719629868
Manzanillo,Colima,MX,19.0495866167,-104.32308513
Tecoman,Colima,MX,18.9203812856,-103.879974815
Ciudad Guzman,Jalisco,MX,19.7104105825,-103.460000449
Apatzingán,Michoacán,MX,19.0799839467,-102.350016522
Colima,Colima,MX,19.2299747914,-103.720010418
Uruapan,Michoacán,MX,19.4203766062,-102.070007774
Coalcoman,Michoacán,MX,18.7803898305,-103.149967694
Tecpan,Guerrero,MX,17.2499922882,-100.67998926
Petatlán,Guerrero,MX,17.5204150584,-101.270030764
Taxco,Guerrero,MX,18.5703768097,-99.619950604
Ciudad Altamirano,Guerrero,MX,18.3203920684,-100.650016929
Atoyac,Guerrero,MX,17.1999953399,-100.430030357
Lázaro Cárdenas,Michoacán,MX,17.9587087188,-102.199974001
Zumpango,México,MX,19.8104044789,-99.109981732
Zamora,Michoacán,MX,19.9803682647,-102.280020794
Salamanca,Guanajuato,MX,20.5704097687,-101.200009198
Irapuato,Guanajuato,MX,20.6700160919,-101.499990887
Ciudad Hidalgo,Michoacán,MX,19.6799731638,-100.569995973
Morelia,Michoacán,MX,19.7333807566,-101.189493044
Chilpancingo,Guerrero,MX,17.5499739776,-99.5000096047
Acapulco,Guerrero,MX,16.849990864,-99.9159790464
Ometepec,Guerrero,MX,16.6800529164,-98.4200238462
Tlaxiaco,Oaxaca,MX,17.2704044789,-97.6800173358
Cuernavaca,Morelos,MX,18.9211047556,-99.2399996356
Ayutla,Guerrero,MX,16.9003753855,-99.2200008563
Miahuatlán,Oaxaca,MX,16.3299967641,-96.6000057391
Oaxaca,Oaxaca,MX,17.0826898386,-96.6699497902
Puerto Escondido,Oaxaca,MX,15.8591803131,-97.0658883485
Huajuapan de León,Oaxaca,MX,17.8103715199,-97.7899847837
Tehuantepec,Oaxaca,MX,16.3299967641,-95.2299860044
Santiago Tuxtla,Veracruz,MX,18.4703829132,-95.2999817319
Puebla,Puebla,MX,19.0499599395,-98.2000372739
Acatlan,Puebla,MX,18.199960143,-98.0499947528
Toluca,México,MX,19.3303820994,-99.6699992287
Mexico City,Distrito Federal,MX,19.4424424428,-99.1309882017
Nezahualcoyotl,México,MX,19.4100154815,-99.0299866148
Atlixco,Puebla,MX,18.9000207713,-98.4499961769
Iguala,Guerrero,MX,18.3700014434,-99.5399813251
Tlaxcala,Tlaxcala,MX,19.3199951365,-98.2300096047
Xalapa,Veracruz,MX,19.5299823191,-96.9199862079
Querétaro,Querétaro,MX,20.6300185333,-100.379981732
Tehuacan,Puebla,MX,18.4503582957,-97.3799839699
Orizaba,Veracruz,MX,18.850023823,-97.1299992287
Paraíso,Tabasco,MX,18.4000254506,-93.2299788836
Córdoba,Veracruz,MX,18.9203812856,-96.9199862079
Teziutlán,Puebla,MX,19.8204297068,-97.3599851906
Pochutla,Oaxaca,MX,15.7303951202,-96.4699878355
Pijijiapan,Chiapas,MX,15.6903975616,-93.2200311704
Salina Cruz,Oaxaca,MX,16.1670609731,-95.1999878355
San Marcos,San Marcos,GT,14.9660010637,-91.7999995156
Tapachula,Chiapas,MX,14.8999806915,-92.2699858009
Totonicapán,Totonicapán,GT,14.9139989822,-91.3580006051
Quetzaltenango,Quezaltenango,GT,14.8299591257,-91.5200057391
El Progreso,El Progreso,GT,14.8499999973,-90.0167035854
Guatemala,Guatemala,GT,14.6211346628,-90.5269655779
Santa Cruz Del Quiche,Quiché,GT,15.0333031025,-91.1332976255
Cobán,Alta Verapaz,GT,15.4699975779,-90.3799978045
Zacapa,Zacapa,GT,14.9720039835,-89.5290025562
Mitla,Oaxaca,MX,16.9170410349,-96.3999921079
Coatzacoalcos,Veracruz,MX,18.1204042755,-94.4200096047
Jaltipan,Veracruz,MX,17.9399760121,-94.7399900734
Tuxtla Gutiérrez,Chiapas,MX,16.7499969675,-93.1500096047
San Cristobal de Las Casas,Chiapas,MX,16.7499969675,-92.6333744728
Villahermosa,Tabasco,MX,17.99997235,-92.899973187
Nautla,Veracruz,MX,20.2165812368,-96.7833537209
Minatitlán,Veracruz,MX,17.9804644968,-94.5300028908
Veracruz,Veracruz,MX,19.1773423451,-96.1599809181
Juchitan,Oaxaca,MX,16.4299906606,-95.0199988218
Tenosique,Tabasco,MX,17.4803658233,-91.429985394
Ciudad del Carmen,Campeche,MX,18.6536592838,-91.8244801907
Huehuetenango,Huehuetenango,GT,15.3203943064,-91.4699829526
Escuintla,Chiapas,MX,15.3300061228,-92.6299896665
Balancán,Tabasco,MX,17.7999587188,-91.5299792905
Ticul,Yucatán,MX,20.4003943064,-89.5300238462
Campeche,Campeche,MX,19.8299898468,-90.4999904803
Flores,Petén,GT,16.9336808461,-89.8832839373
Champotón,Campeche,MX,19.3504325551,-90.7200028908
Frontera,Tabasco,MX,18.5803761993,-92.6499884458
Mazatenango,Suchitepéquez,GT,14.5303650095,-91.5099805112
Santa Bárbara,Santa Bárbara,HN,14.9190030426,-88.2359996256
Livingston,Izabal,GT,15.8306538751,-88.7562345155
Punta Gorda,Toledo,BZ,16.100346699,-88.8100161151
La Libertad,Petén,GT,16.7804343862,-90.1199878354
El Cayo,Cayo,BZ,17.1559980745,-89.0610025222
Salamá,Baja Verapaz,GT,15.1029990278,-90.3140006056
San Luis,Petén,GT,16.2000046986,-89.4400035011
Santa Rosa de Copán,Copán,HN,14.7699886261,-88.7799921079
Dangriga,Stann Creek,BZ,16.9700352162,-88.2200004494
Belmopan,Cayo,BZ,17.2520335072,-88.7670729998
Chetumal,Quintana Roo,MX,18.5000193471,-88.2999955665
Orange Walk,Orange Walk,BZ,18.0904319448,-88.5599796974
Tekax,Yucatán,MX,20.199993102,-89.2799874285
Poza Rica de Hidalgo,Veracruz,MX,20.5504368276,-97.4699784767
Jalapa,Jalapa,GT,14.6330011095,-89.9890016208
Yoro,Yoro,HN,15.059997106,-87.2900005384
Corozal,Corozal,BZ,18.3979981139,-88.3880005037
Belize City,Belize,BZ,17.4987109568,-88.1883744728
Felipe Carrillo Puerto,Quintana Roo,MX,19.5803926788,-88.0499849871
Puerto Barrios,Izabal,GT,15.7174952927,-88.5926518368
La Ceiba,Atlántida,HN,15.7631063018,-86.7969865333
Valladolid,Yucatán,MX,20.6704036651,-88.2000016701
Tegucigalpa,Francisco Morazán,HN,14.1020449005,-87.2175293393
La Esperanza,Intibucá,HN,14.3330040579,-88.1666995372
Trujillo,Colón,HN,15.9103582957,-85.9600091977
Brus Laguna,Gracias a Dios,HN,15.7504197377,-84.4799961769
San Pedro Sula,Cortés,HN,15.500021585,-88.0299862078
Puerto Lempira,Gracias a Dios,HN,15.2620257761,-83.7716414812
Juticalpa,Olancho,HN,14.670408141,-86.22996688
Puerto Cabezas,Atlántico Norte,NI,14.0333410837,-83.3833706072
Roatán,Islas de la Bahía,HN,16.3299959877,-86.5189976076
Río Verde,Magallanes y Antartica Chilena,CL,-52.6499788221,-71.4666044532
Río Gallegos,Santa Cruz,AR,-51.6332966932,-69.216586753
Perito Moreno,Santa Cruz,AR,-46.600012188,-70.9333553484
Cochrane,Ais,CL,-47.2662764295,-72.5499491798
Puerto Natales,Magallanes y Antártica Chilena,CL,-51.7183044243,-72.5116827817
Villa O''Higgins,Santa Cruz,CL,-48.4679085096,-72.5599744076
Esquel,Chubut,AR,-42.9000313123,-71.3166136085
Castro,Los Lagos,CL,-42.4807615869,-73.7623341525
Puerto Aisén,Ais,CL,-45.3999304009,-72.7000175391
Chonchi,Los Lagos,CL,-42.6100231743,-73.8099497901
Quellón,Los Lagos,CL,-43.0996056938,-73.5999884457
Calbuco,Los Lagos,CL,-41.752201071,-73.1415910562
Puerto Varas,Los Lagos,CL,-41.3299979464,-72.9899998389
La Unión,Los Ríos,CL,-40.2899580701,-73.0899678972
Osorno,Los Lagos,CL,-40.5699926567,-73.1600153012
Valdivia,Los Ríos,CL,-39.7950012016,-73.2450230323
Río Bueno,Los Ríos,CL,-40.340032533,-72.9600275082
Loncoche,La Araucanía,CL,-39.3700142225,-72.6299959734
Victoria,La Araucanía,CL,-38.2395405897,-72.3400136736
Los Lagos,Los R,CL,-39.8495198377,-72.8299837664
Temuco,La Araucanía,CL,-38.7300016085,-72.5799990251
Angol,La Araucanía,CL,-37.7900073051,-72.7100169288
Nueva Imperial,La Araucanía,CL,-38.7400268364,-72.9600275082
San Carlos de Bariloche,Río Negro,AR,-41.1499572563,-71.2999996355
Lonquimay,La Araucanpa,CL,-38.4333272107,-71.2332853614
Collipulli,La Araucanía,CL,-37.959971091,-72.4300081804
Coronel,Bío-Bío,CL,-37.029950339,-73.1600153012
Curanilahue,Bío-Bío,CL,-37.4800003878,-73.3400043149
Carahue,La Araucanía,CL,-38.7094860649,-73.1699888526
Toltén,La Araucanpa,CL,-39.2165905343,-73.2123379776
Los Angeles,Bío-Bío,CL,-37.4600016085,-72.3599866147
Talcahuano,Bío-Bío,CL,-36.7166878064,-73.1166587745
Lota,Bío-Bío,CL,-37.0895849419,-73.1600153012
Talca,Maule,CL,-35.455007712,-71.6700028907
Lebu,Bío-Bío,CL,-37.6095532036,-73.649985394
Concepción,Bío-Bío,CL,-36.8300142225,-73.0500220151
Chanaral,Atacama,CL,-29.0300252088,-71.4300175391
Quirihue,BHo-B,CL,-36.2800219536,-72.5300020769
Arequipa,Arequipa,PE,-16.4199938773,-71.5300114356
Tame,Arauca,CO,6.46034079887,-71.7400244565
Ica,Ica,PE,-14.067992738,-75.7254917823
Valparaíso,Valparaíso,CL,-33.0477644666,-71.6210136329
Ancud,Los Lagos,CL,-41.8699649875,-73.8299744076
Chincha Alta,Ica,PE,-13.419608542,-76.1399884457
Santiago,Ica,PE,-14.1895873832,-75.7399611834
Pisco,Ica,PE,-13.7100300915,-76.2199835629
Coracora,Ayacucho,PE,-15.0196142387,-73.789976849
Camaná,Arequipa,PE,-16.6196199353,-72.7199904802
Mejillones,Antofagasta,CL,-23.099999574,-70.4499998389
Puquio,Ayacucho,PE,-14.6999955049,-74.1299819353
Abancay,Apurímac,PE,-13.6395951143,-72.8900059425
Ayacucho,Ayacucho,PE,-13.175023988,-74.2199506039
Nasca,Ica,PE,-14.8300134086,-74.9400100115
Chilca,Lima,PE,-12.5196117972,-76.7399776629
Huaura,Lima,PE,-11.0600109672,-77.5999768491
Callao,Lima,PE,-12.0700268363,-77.1349664731
Pativilca,Lima,PE,-10.6996195283,-77.7999904802
Huarmey,Ancash,PE,-10.0695804658,-78.1599943458
Huacho,Lima,PE,-11.1100337536,-77.6199497901
Cerro de Pasco,Pasco,PE,-10.6900077119,-76.2699805112
Chosica,Lima,PE,-11.9300353812,-76.7100053321
Huánuco,Huánuco,PE,-9.92002887079,-76.2400081804
Chimbote,Ancash,PE,-9.07000323602,-78.5699951596
Casma,Ancash,PE,-9.44000649123,-78.209991294
Tocache,San Martín,PE,-8.17961830763,-76.5200169288
Salaverry,La Libertad,PE,-8.22002927769,-78.9899953631
Tarma,Junín,PE,-11.4100154431,-75.7299876319
Chancay,Lima,PE,-11.5596187145,-77.2699711524
Lima,Lima,PE,-12.0480126761,-77.0500620948
La Oroya,Junín,PE,-11.5200345674,-75.9400006528
Junín,Junín,PE,-11.1496179007,-76.0100222185
Huancayo,Junín,PE,-12.0800003877,-75.2000199806
Huancavelica,Huancavelica,PE,-12.7900345674,-74.9900069597
Jauja,Junín,PE,-11.7996040661,-75.5000275082
Satipo,Junín,PE,-11.2599987601,-74.6900252703
Huanta,Ayacucho,PE,-12.9496113903,-74.2500004493
Huaraz,Ancash,PE,-9.53002683628,-77.5300069597
San Ramon,Junín,PE,-11.1296191214,-75.3400114356
Tingo María,Huánuco,PE,-9.28962807326,-75.989997601
Tournavista,HuRnuco,PE,-8.9321821911,-74.7052181414
Cajabamba,Cajamarca,PE,-7.61960081089,-78.04000167
Sechura,Amazonas,PE,-5.23525022494,-78.5006453875
Ferreñafe,Lambayeque,PE,-6.6299971325,-79.8000234392
Muisne,Esmeraldas,EC,0.60997438446,-80.0200100115
Loja,Loja,EC,-3.990003236,-79.2100077735
Olmos,Lambayeque,PE,-5.97959755567,-79.7499748146
Chota,Cajamarca,PE,-6.54958860385,-78.6500419532
Macas,Morona Santiago,EC,-2.30958901073,-78.1199967872
Macará,Loja,EC,-4.37959185905,-79.9499884457
Cuenca,Azuay,EC,-2.89999224967,-78.9999947527
Guaranda,Bolivar,EC,-1.60999347037,-79.0100199806
Otuzco,La Libertad,PE,-7.8999971325,-78.5699951596
Trujillo,La Libertad,PE,-8.1200353812,-79.0199676938
Juanjuí,San Martín,PE,-7.16960243849,-76.7399776629
Cajamarca,Cajamarca,PE,-7.15001707065,-78.5300234392
Huamachuco,La Libertad,PE,-7.81002846388,-78.0499493832
Tarapoto,San Mart,PE,-6.50995278028,-76.4799676938
Lamas,San Martín,PE,-6.43000933953,-76.5200169288
Pucallpa,Ucayali,PE,-8.36890907912,-74.5349959734
Requena,Loreto,PE,-5.06962725944,-73.909995363
Zamora,Zamora Chinchipe,EC,-4.06958494173,-78.9699965838
Yaupi,Morona Santiago,EC,-2.85431028352,-77.9363387468
Azogues,Cañar,EC,-2.74000201529,-78.8400303565
Moyobamba,San Martín,PE,-6.04961912143,-76.9666563331
Chachapoyas,Amazonas,PE,-6.2296081351,-77.870012046
Nauta,Loreto,PE,-4.57001951205,-73.7800291358
Contamana,Loreto,PE,-7.34003131219,-75.0199792905
Soldado Bartra,Loreto,PE,-2.51613971061,-75.7666003842
Ilo,Moquegua,PE,-17.6400227673,-71.3400230323
Jimaní,Independencia,DO,18.4930021172,-71.8509955327
Alausí,Chimborazo,EC,-2.18995806998,-78.8499780698
Ambato,Napo,EC,-1.26960081086,-78.6199921078
Latacunga,Cotopaxi,EC,-0.92956988638,-78.60996688
Riobamba,Chimborazo,EC,-1.67004148469,-78.6500419532
Sangolquí,Pichincha,EC,-0.31002113963,-78.459950197
Guayaquil,Guayas,EC,-2.22003375357,-79.9200419532
Quito,Pichincha,EC,-0.21498818065,-78.5000511085
Tena,Tungurahua,EC,-0.97959267284,-77.8099898699
Cayambe,Pichincha,EC,0.05037029917,-78.1599943458
Valdez,Esmeraldas,EC,1.26710380782,-78.9854984605
Túquerres,Nariño,CO,1.08999676402,-77.6199497901
Las Tablas,Los Santos,PA,7.76039064425,-80.2800199806
Tulcán,Carchi,EC,0.82199703823,-77.73200048
Ibarra,Imbabura,EC,0.36037721649,-78.1299961769
San Lorenzo,Esmeraldas,EC,1.27039918915,-78.8600549741
Andoas,Loreto,PE,-2.90205930696,-76.4024788836
San Gabriel,Carchi,EC,0.60997438446,-77.8400397153
Ipiales,Nariño,CO,0.83037436818,-77.6499996355
Pasto,Nariño,CO,1.21360679006,-77.2811074236
Mocoa,Putumayo,CO,1.14999310191,-76.6299843767
Nuevo Rocafuerte,Loreto,PE,-0.93292885448,-75.3999819353
Puyo,Pastaza,EC,-1.48300201412,-77.9869975601
Florencia,Caquetá,CO,1.61040427541,-75.6199943458
San Vicente del Caguán,Caqueti,CO,2.07037619924,-74.640028322
Garzón,Huila,CO,2.21039349254,-75.6499666765
Gueppi,Loreto,PE,-0.11659625357,-75.2299664731
Cobija,Acre,BO,-11.0333459281,-68.7333087582
Tuluá,Valle del Cauca,CO,4.09038209932,-76.2100100115
Popayán,Cauca,CO,2.41999310191,-76.6100114356
Cali,Valle del Cauca,CO,3.39995912568,-76.4999664731
Pereira,Risaralda,CO,4.81038983044,-75.6799906837
Buenaventura,Valle del Cauca,CO,3.87240242454,-77.0504532862
Armenia,Quindío,CO,4.5342826527,-75.6811275652
Cartago,Valle del Cauca,CO,4.74998008109,-75.910028322
Ibagué,Tolima,CO,4.43891379691,-75.2322143979
Honda,Tolima,CO,5.19034079887,-74.7499957699
Guapi,Cauca,CO,2.56039796845,-77.8599868181
Manizales,Caldas,CO,5.05998699841,-75.5200004493
Medellín,Antioquia,CO,6.27500327446,-75.5750100115
Bello,Antioquia,CO,6.32998699841,-75.5699973976
Puerto Berrío,Antioquia,CO,6.48044293103,-74.4200159115
Nuquí,Chocó,CO,5.68518009173,-77.2745484448
Campoalegre,Huila,CO,2.69000246064,-75.330012046
Sonsón,Antioquia,CO,5.71661358533,-75.31662785
Girardot,Cundinamarca,CO,4.31000693656,-74.8099921078
Neiva,Huila,CO,2.93104717906,-75.3302445899
Villavicencio,Meta,CO,4.15332399385,-73.6349992286
San Martín,Meta,CO,3.69040651338,-73.6899829526
Puerto López,Meta,CO,4.08999452607,-72.9600275082
Chiquinquirá,Boyacá,CO,5.6203920684,-73.8199491798
Yarumal,Antioquia,CO,7.03059022921,-75.590487103
Bogota,Bogota,CO,4.59642356253,-74.0833439552
Duitama,Boyacá,CO,5.83045676566,-73.0200496843
Tunja,Boyacá,CO,5.55044801729,-73.370028322
Puca Urco,Loreto,PE,-2.33279172883,-71.9166803402
La Palma,Darién,PA,8.3981811716,-78.1402281105
Lucea,Hanover,JM,18.4429980854,-78.1790036163
Panama City,Panama,PA,8.96801719048,-79.5330371518
Jaqué,Darién,PA,7.51895835259,-78.1660146502
Tumaco,Nariño,CO,1.80997865692,-78.8099805112
Lorica,Córdoba,CO,9.2418506052,-75.8160030535
Juradó,Chocó,CO,7.12174745577,-77.7564014096
Barrancabermeja,Santander,CO,7.08999228813,-73.8499990251
Turbo,Antioquia,CO,8.1003698923,-76.7399776629
Montería,Córdoba,CO,8.75753908176,-75.8900037045
El Carmen de Bolívar,Bolívar,CO,9.72037436822,-75.1299984148
Tolú,Sucre,CO,9.53583782851,-75.5720386166
Sabanalarga,Atlántico,CO,10.6399823191,-74.919985394
Quibdó,Chocó,CO,5.69041363415,-76.6600083839
Bucaramanga,Santander,CO,7.13009319959,-73.1258830177
Sincelejo,Sucre,CO,9.29042645155,-75.3799573178
Socorro,Santander,CO,6.46034079887,-73.2699827491
Ocaña,Norte de Santander,CO,8.24041302381,-73.3500037045
Sogamoso,Boyacá,CO,5.71999839164,-72.9400028907
Pamplona,Norte de Santander,CO,7.39038738904,-72.6600199805
Cúcuta,Norte de Santander,CO,7.9200191436,-72.519976849
Maracaibo,Zulia,VE,10.7299768259,-71.6599776628
Arjona,Bolívar,CO,10.2600313506,-75.3499849871
Magangué,Bolívar,CO,9.22999086399,-74.7400222185
Soledad,Atlántico,CO,10.9200169057,-74.7699945492
Ciénaga,Magdalena,CO,11.0103989857,-74.2500004493
El Banco,Magdalena,CO,9.00034079888,-73.9800169288
Ayapel,Córdoba,CO,8.33040753065,-75.1500230323
Valledupar,Cesar,CO,10.4799920847,-73.250009808
San Andrés,,CO,12.5621371089,-81.6903265824
San Carlos del Zulia,Zulia,VE,9.01039186496,-71.9199876319
Cusco,Cusco,PE,-13.5250284639,-71.9721549903
Port Morant,Saint Thomas,JM,17.8910010282,-76.3289995682
May Pen,Clarendon,JM,17.966615213,-77.2332808855
Colón,Colón,PA,9.36502138156,-79.8749801043
Barranquilla,Atlántico,CO,10.959988626,-74.79996688
Kingston,Kingston,JM,17.9770766238,-76.7674337137
Cartagena,Bolívar,CO,10.3997385853,-75.5143935564
Riohacha,La Guajira,CO,11.5403407989,-72.9099788835
Jacmel,Sud-Est,HT,18.2349990264,-72.5370025809
Half Way Tree,Saint Andrew,JM,18.0333000958,-76.7999965113
Les Cayes,Sud,HT,18.2003735545,-73.7499792904
Spanish Town,Saint Catherine,JM,17.9833325388,-76.9499906837
Black River,Saint Elizabeth,JM,18.0309960668,-77.8519974803
Santa Marta,Magdalena,CO,11.2472062367,-74.2016571469
Saint Ann''s Bay,Saint Ann,JM,18.4326391393,-77.1995245371
Montego Bay,Saint James,JM,18.4666880483,-77.9166758644
Manzanillo,Granma,CU,20.3437569366,-77.1166471778
Savanna-la-Mar,Westmoreland,JM,18.1639980969,-77.9480005084
Santiago de Cuba,Santiago de Cuba,CU,20.0250167022,-75.821325726
Falmouth,Trelawny,JM,18.4795830473,-77.6560496033
Mandeville,Manchester,JM,18.0330030526,-77.4999985126
Jérémie,Grand''Anse,HT,18.6339347272,-74.1184252634
Palma Soriano,Santiago de Cuba,CU,20.2172271922,-75.9988084327
Port Maria,Saint Mary,JM,18.3770010508,-76.8999954733
Gonaïves,L''Artibonite,HT,19.4504264516,-72.6832485369
Monte Cristi,Monte Cristi,DO,19.8669901723,-71.6500299496
Port Antonio,Portland,JM,18.1590031381,-76.3800026249
Fort-Liberté,Nord-Est,HT,19.6655670335,-71.8448395405
Port-au-Prince,Ouest,HT,18.5410245961,-72.3360345883
Port-De-Paix,Nord-Ouest,HT,19.9317600761,-72.8294845231
San Martín Base,,AQ,-68.1163215956,-67.099997601
Great Wall Station,,AQ,-62.216319968,-58.966695599
Carlini Base,,AQ,-62.2241438574,-58.6504759912
Elephant Island,,AQ,-61.999589011,-57.9999845801
Rothera Station,,AQ,-67.5647756035,-68.1235405452
Capitan Arturo Prat Station,,AQ,-62.499506817,-59.6833185238
Ushuaia,Tierra del Fuego,AR,-54.7900032362,-68.3100012631
Palmer Station,,AQ,-64.7624133527,-64.0468756026
King Sejong Station,,AQ,-62.2248533974,-58.7715987645
Base Presidente Montalva,,AQ,-62.1827435746,-58.9076523299
Escudero Base,,AQ,-62.194962507,-58.9526658189
Puerto Williams,Magallanes y Antartica Chilena,CL,-54.933301983,-67.6167102475
Esperanza Station,,AQ,-63.3753286516,-57.0259015104
El Calafate,Santa Cruz,AR,-50.3333243625,-72.300016115
Punta Arenas,Magallanes y Antártica Chilena,CL,-53.1649861464,-70.9399957699
Comondante Luis Piedrabuena,Santa Cruz,AR,-49.9745486467,-68.9034727283
